Epoch	ERROR1	
00000387	2.471374	
00000388	2.468132	
00000389	2.464904	
00000390	2.461688	
00000391	2.458485	
00000392	2.455295	
00000393	2.452117	
00000394	2.448952	
00000395	2.445798	
00000396	2.442658	
00000397	2.439529	
00000398	2.436412	
00000399	2.433308	
00000400	2.430215	
00000401	2.427134	
00000402	2.424065	
00000403	2.421008	
00000404	2.417962	
00000405	2.414928	
00000406	2.411905	
00000407	2.408894	
00000408	2.405894	
00000409	2.402906	
00000410	2.399928	
00000411	2.396962	
00000412	2.394007	
00000413	2.391063	
00000414	2.388130	
00000415	2.385207	
00000416	2.382296	
00000417	2.379395	
00000418	2.376505	
00000419	2.373625	
00000420	2.370756	
00000421	2.367897	
00000422	2.365049	
00000423	2.362211	
00000424	2.359383	
00000425	2.356566	
00000426	2.353759	
00000427	2.350962	
00000428	2.348175	
00000429	2.345397	
00000430	2.342630	
00000431	2.339873	
00000432	2.337125	
00000433	2.334387	
00000434	2.331659	
00000435	2.328941	
00000436	2.326231	
00000437	2.323532	
00000438	2.320842	
00000439	2.318161	
00000440	2.315490	
00000441	2.312828	
00000442	2.310175	
00000443	2.307532	
00000444	2.304897	
00000445	2.302272	
00000446	2.299655	
00000447	2.297048	
00000448	2.294449	
00000449	2.291860	
00000450	2.289279	
00000451	2.286707	
00000452	2.284144	
00000453	2.281589	
00000454	2.279043	
00000455	2.276506	
00000456	2.273977	
00000457	2.271456	
00000458	2.268944	
00000459	2.266440	
00000460	2.263945	
00000461	2.261458	
00000462	2.258979	
00000463	2.256509	
00000464	2.254046	
00000465	2.251592	
00000466	2.249146	
00000467	2.246707	
00000468	2.244277	
00000469	2.241855	
00000470	2.239440	
00000471	2.237034	
00000472	2.234635	
00000473	2.232244	
00000474	2.229860	
00000475	2.227485	
00000476	2.225117	
00000477	2.222756	
00000478	2.220403	
00000479	2.218058	
00000480	2.215720	
00000481	2.213390	
00000482	2.211067	
00000483	2.208751	
00000484	2.206442	
00000485	2.204141	
00000486	2.201847	
00000487	2.199561	
00000488	2.197281	
00000489	2.195009	
00000490	2.192743	
00000491	2.190485	
00000492	2.188234	
00000493	2.185990	
00000494	2.183752	
00000495	2.181522	
00000496	2.179298	
00000497	2.177082	
00000498	2.174872	
00000499	2.172669	
00000500	2.170472	
00000501	2.168283	
00000502	2.166099	
00000503	2.163923	
00000504	2.161753	
00000505	2.159590	
00000506	2.157433	
00000507	2.155283	
00000508	2.153139	
00000509	2.151002	
00000510	2.148871	
00000511	2.146746	
00000512	2.144628	
00000513	2.142516	
00000514	2.140410	
00000515	2.138311	
00000516	2.136218	
00000517	2.134131	
00000518	2.132050	
00000519	2.129975	
00000520	2.127906	
00000521	2.125844	
00000522	2.123787	
00000523	2.121736	
00000524	2.119692	
00000525	2.117653	
00000526	2.115620	
00000527	2.113593	
00000528	2.111572	
00000529	2.109557	
00000530	2.107548	
00000531	2.105544	
00000532	2.103546	
00000533	2.101554	
00000534	2.099568	
00000535	2.097587	
00000536	2.095612	
00000537	2.093642	
00000538	2.091678	
00000539	2.089719	
00000540	2.087767	
00000541	2.085819	
00000542	2.083877	
00000543	2.081941	
00000544	2.080010	
00000545	2.078084	
00000546	2.076164	
00000547	2.074249	
00000548	2.072339	
00000549	2.070435	
00000550	2.068536	
00000551	2.066642	
00000552	2.064754	
00000553	2.062870	
00000554	2.060992	
00000555	2.059119	
00000556	2.057251	
00000557	2.055388	
00000558	2.053531	
00000559	2.051678	
00000560	2.049830	
00000561	2.047988	
00000562	2.046150	
00000563	2.044318	
00000564	2.042490	
00000565	2.040667	
00000566	2.038849	
00000567	2.037037	
00000568	2.035228	
00000569	2.033425	
00000570	2.031627	
00000571	2.029833	
00000572	2.028044	
00000573	2.026260	
00000574	2.024481	
00000575	2.022706	
00000576	2.020936	
00000577	2.019171	
00000578	2.017410	
00000579	2.015654	
00000580	2.013903	
00000581	2.012156	
00000582	2.010414	
00000583	2.008676	
00000584	2.006943	
00000585	2.005214	
00000586	2.003490	
00000587	2.001770	
00000588	2.000055	
00000589	1.998344	
00000590	1.996638	
00000591	1.994936	
00000592	1.993238	
00000593	1.991545	
00000594	1.989856	
00000595	1.988171	
00000596	1.986491	
00000597	1.984815	
00000598	1.983143	
00000599	1.981475	
00000600	1.979812	
00000601	1.978153	
00000602	1.976498	
00000603	1.974847	
00000604	1.973201	
00000605	1.971558	
00000606	1.969920	
00000607	1.968285	
00000608	1.966655	
00000609	1.965029	
00000610	1.963407	
00000611	1.961789	
00000612	1.960175	
00000613	1.958565	
00000614	1.956959	
00000615	1.955357	
00000616	1.953759	
00000617	1.952165	
00000618	1.950575	
00000619	1.948989	
00000620	1.947406	
00000621	1.945828	
00000622	1.944253	
00000623	1.942682	
00000624	1.941115	
00000625	1.939552	
00000626	1.937992	
00000627	1.936437	
00000628	1.934885	
00000629	1.933337	
00000630	1.931792	
00000631	1.930252	
00000632	1.928715	
00000633	1.927182	
00000634	1.925652	
00000635	1.924126	
00000636	1.922604	
00000637	1.921085	
00000638	1.919570	
00000639	1.918059	
00000640	1.916551	
00000641	1.915046	
00000642	1.913546	
00000643	1.912048	
00000644	1.910555	
00000645	1.909065	
00000646	1.907578	
00000647	1.906095	
00000648	1.904615	
00000649	1.903139	
00000650	1.901666	
00000651	1.900197	
00000652	1.898731	
00000653	1.897269	
00000654	1.895809	
00000655	1.894354	
00000656	1.892901	
00000657	1.891452	
00000658	1.890007	
00000659	1.888564	
00000660	1.887125	
00000661	1.885690	
00000662	1.884257	
00000663	1.882828	
00000664	1.881402	
00000665	1.879980	
00000666	1.878560	
00000667	1.877144	
00000668	1.875731	
00000669	1.874322	
00000670	1.872915	
00000671	1.871512	
00000672	1.870111	
00000673	1.868714	
00000674	1.867321	
00000675	1.865930	
00000676	1.864542	
00000677	1.863158	
00000678	1.861776	
00000679	1.860398	
00000680	1.859023	
00000681	1.857651	
00000682	1.856281	
00000683	1.854915	
00000684	1.853552	
00000685	1.852192	
00000686	1.850835	
00000687	1.849481	
00000688	1.848130	
00000689	1.846782	
00000690	1.845437	
00000691	1.844095	
00000692	1.842756	
00000693	1.841419	
00000694	1.840086	
00000695	1.838755	
00000696	1.837428	
00000697	1.836103	
00000698	1.834781	
00000699	1.833463	
00000700	1.832146	
00000701	1.830833	
00000702	1.829523	
00000703	1.828215	
00000704	1.826911	
00000705	1.825609	
00000706	1.824309	
00000707	1.823013	
00000708	1.821719	
00000709	1.820429	
00000710	1.819141	
00000711	1.817855	
00000712	1.816573	
00000713	1.815293	
00000714	1.814016	
00000715	1.812741	
00000716	1.811470	
00000717	1.810201	
00000718	1.808934	
00000719	1.807671	
00000720	1.806409	
00000721	1.805151	
00000722	1.803895	
00000723	1.802642	
00000724	1.801392	
00000725	1.800144	
00000726	1.798899	
00000727	1.797656	
00000728	1.796416	
00000729	1.795178	
00000730	1.793943	
00000731	1.792711	
00000732	1.791481	
00000733	1.790254	
00000734	1.789029	
00000735	1.787807	
00000736	1.786587	
00000737	1.785370	
00000738	1.784155	
00000739	1.782943	
00000740	1.781733	
00000741	1.780526	
00000742	1.779321	
00000743	1.778119	
00000744	1.776919	
00000745	1.775722	
00000746	1.774527	
00000747	1.773334	
00000748	1.772144	
00000749	1.770956	
00000750	1.769771	
00000751	1.768588	
00000752	1.767407	
00000753	1.766229	
00000754	1.765053	
00000755	1.763880	
00000756	1.762708	
00000757	1.761540	
00000758	1.760373	
00000759	1.759209	
00000760	1.758047	
00000761	1.756888	
00000762	1.755730	
00000763	1.754576	
00000764	1.753423	
00000765	1.752273	
00000766	1.751125	
00000767	1.749979	
00000768	1.748835	
00000769	1.747694	
00000770	1.746555	
00000771	1.745418	
00000772	1.744283	
00000773	1.743151	
00000774	1.742021	
00000775	1.740893	
00000776	1.739767	
00000777	1.738644	
00000778	1.737522	
00000779	1.736403	
00000780	1.735286	
00000781	1.734171	
00000782	1.733059	
00000783	1.731948	
00000784	1.730840	
00000785	1.729733	
00000786	1.728629	
00000787	1.727527	
00000788	1.726427	
00000789	1.725330	
00000790	1.724234	
00000791	1.723140	
00000792	1.722049	
00000793	1.720959	
00000794	1.719872	
00000795	1.718787	
00000796	1.717704	
00000797	1.716623	
00000798	1.715543	
00000799	1.714466	
00000800	1.713391	
00000801	1.712318	
00000802	1.711248	
00000803	1.710179	
00000804	1.709112	
00000805	1.708047	
00000806	1.706984	
00000807	1.705923	
00000808	1.704864	
00000809	1.703807	
00000810	1.702752	
00000811	1.701699	
00000812	1.700648	
00000813	1.699599	
00000814	1.698552	
00000815	1.697506	
00000816	1.696463	
00000817	1.695422	
00000818	1.694382	
00000819	1.693345	
00000820	1.692309	
00000821	1.691276	
00000822	1.690244	
00000823	1.689214	
00000824	1.688186	
00000825	1.687160	
00000826	1.686136	
00000827	1.685113	
00000828	1.684093	
00000829	1.683074	
00000830	1.682058	
00000831	1.681043	
00000832	1.680030	
00000833	1.679018	
00000834	1.678009	
00000835	1.677001	
00000836	1.675996	
00000837	1.674992	
00000838	1.673990	
00000839	1.672989	
00000840	1.671991	
00000841	1.670994	
00000842	1.669999	
00000843	1.669006	
00000844	1.668015	
00000845	1.667025	
00000846	1.666037	
00000847	1.665051	
00000848	1.664067	
00000849	1.663084	
00000850	1.662103	
00000851	1.661124	
00000852	1.660147	
00000853	1.659171	
00000854	1.658198	
00000855	1.657225	
00000856	1.656255	
00000857	1.655286	
00000858	1.654319	
00000859	1.653354	
00000860	1.652390	
00000861	1.651429	
00000862	1.650468	
00000863	1.649510	
00000864	1.648553	
00000865	1.647598	
00000866	1.646644	
00000867	1.645692	
00000868	1.644742	
00000869	1.643794	
00000870	1.642847	
00000871	1.641901	
00000872	1.640958	
00000873	1.640016	
00000874	1.639075	
00000875	1.638137	
00000876	1.637199	
00000877	1.636264	
00000878	1.635330	
00000879	1.634398	
00000880	1.633467	
00000881	1.632538	
00000882	1.631610	
00000883	1.630685	
00000884	1.629760	
00000885	1.628837	
00000886	1.627916	
00000887	1.626997	
00000888	1.626079	
00000889	1.625162	
00000890	1.624247	
00000891	1.623334	
00000892	1.622422	
00000893	1.621512	
00000894	1.620603	
00000895	1.619696	
00000896	1.618790	
00000897	1.617886	
00000898	1.616983	
00000899	1.616082	
00000900	1.615182	
00000901	1.614284	
00000902	1.613388	
00000903	1.612493	
00000904	1.611599	
00000905	1.610707	
00000906	1.609816	
00000907	1.608927	
00000908	1.608039	
00000909	1.607153	
00000910	1.606269	
00000911	1.605385	
00000912	1.604504	
00000913	1.603623	
00000914	1.602744	
00000915	1.601867	
00000916	1.600991	
00000917	1.600116	
00000918	1.599243	
00000919	1.598372	
00000920	1.597501	
00000921	1.596633	
00000922	1.595765	
00000923	1.594899	
00000924	1.594035	
00000925	1.593172	
00000926	1.592310	
00000927	1.591449	
00000928	1.590591	
00000929	1.589733	
00000930	1.588877	
00000931	1.588022	
00000932	1.587169	
00000933	1.586317	
00000934	1.585466	
00000935	1.584617	
00000936	1.583769	
00000937	1.582923	
00000938	1.582077	
00000939	1.581234	
00000940	1.580391	
00000941	1.579550	
00000942	1.578710	
00000943	1.577872	
00000944	1.577035	
00000945	1.576199	
00000946	1.575365	
00000947	1.574532	
00000948	1.573700	
00000949	1.572870	
00000950	1.572041	
00000951	1.571213	
00000952	1.570387	
00000953	1.569561	
00000954	1.568738	
00000955	1.567915	
00000956	1.567094	
00000957	1.566274	
00000958	1.565455	
00000959	1.564638	
00000960	1.563822	
00000961	1.563007	
00000962	1.562194	
00000963	1.561381	
00000964	1.560570	
00000965	1.559761	
00000966	1.558952	
00000967	1.558145	
00000968	1.557339	
00000969	1.556535	
00000970	1.555731	
00000971	1.554929	
00000972	1.554128	
00000973	1.553329	
00000974	1.552530	
00000975	1.551733	
00000976	1.550937	
00000977	1.550142	
00000978	1.549349	
00000979	1.548556	
00000980	1.547765	
00000981	1.546976	
00000982	1.546187	
00000983	1.545400	
00000984	1.544613	
00000985	1.543828	
00000986	1.543045	
00000987	1.542262	
00000988	1.541481	
00000989	1.540700	
00000990	1.539921	
00000991	1.539143	
00000992	1.538367	
00000993	1.537591	
00000994	1.536817	
00000995	1.536044	
00000996	1.535272	
00000997	1.534501	
00000998	1.533732	
00000999	1.532963	
00001000	1.532196	
00001001	1.531430	
00001002	1.530665	
00001003	1.529901	
00001004	1.529138	
00001005	1.528377	
00001006	1.527616	
00001007	1.526857	
00001008	1.526099	
00001009	1.525342	
00001010	1.524586	
00001011	1.523831	
00001012	1.523078	
00001013	1.522325	
00001014	1.521574	
00001015	1.520824	
00001016	1.520074	
00001017	1.519326	
00001018	1.518579	
00001019	1.517834	
00001020	1.517089	
00001021	1.516345	
00001022	1.515603	
00001023	1.514861	
00001024	1.514121	
00001025	1.513382	
00001026	1.512644	
00001027	1.511907	
00001028	1.511171	
00001029	1.510436	
00001030	1.509702	
00001031	1.508969	
00001032	1.508237	
00001033	1.507507	
00001034	1.506777	
00001035	1.506049	
00001036	1.505321	
00001037	1.504595	
00001038	1.503870	
00001039	1.503145	
00001040	1.502422	
00001041	1.501700	
00001042	1.500979	
00001043	1.500259	
00001044	1.499540	
00001045	1.498822	
00001046	1.498105	
00001047	1.497389	
00001048	1.496674	
00001049	1.495960	
00001050	1.495247	
00001051	1.494536	
00001052	1.493825	
00001053	1.493115	
00001054	1.492406	
00001055	1.491698	
00001056	1.490992	
00001057	1.490286	
00001058	1.489581	
00001059	1.488877	
00001060	1.488175	
00001061	1.487473	
00001062	1.486772	
00001063	1.486073	
00001064	1.485374	
00001065	1.484676	
00001066	1.483979	
00001067	1.483283	
00001068	1.482589	
00001069	1.481895	
00001070	1.481202	
00001071	1.480510	
00001072	1.479819	
00001073	1.479129	
00001074	1.478440	
00001075	1.477752	
00001076	1.477065	
00001077	1.476379	
00001078	1.475694	
00001079	1.475010	
00001080	1.474327	
00001081	1.473644	
00001082	1.472963	
00001083	1.472283	
00001084	1.471603	
00001085	1.470925	
00001086	1.470247	
00001087	1.469571	
00001088	1.468895	
00001089	1.468221	
00001090	1.467547	
00001091	1.466874	
00001092	1.466202	
00001093	1.465531	
00001094	1.464861	
00001095	1.464192	
00001096	1.463524	
00001097	1.462856	
00001098	1.462190	
00001099	1.461524	
00001100	1.460860	
00001101	1.460196	
00001102	1.459534	
00001103	1.458872	
00001104	1.458211	
00001105	1.457551	
00001106	1.456892	
00001107	1.456233	
00001108	1.455576	
00001109	1.454920	
00001110	1.454264	
00001111	1.453609	
00001112	1.452956	
00001113	1.452303	
00001114	1.451651	
00001115	1.451000	
00001116	1.450349	
00001117	1.449700	
00001118	1.449051	
00001119	1.448404	
00001120	1.447757	
00001121	1.447111	
00001122	1.446466	
00001123	1.445822	
00001124	1.445179	
00001125	1.444536	
00001126	1.443895	
00001127	1.443254	
00001128	1.442614	
00001129	1.441975	
00001130	1.441337	
00001131	1.440700	
00001132	1.440063	
00001133	1.439428	
00001134	1.438793	
00001135	1.438159	
00001136	1.437526	
00001137	1.436894	
00001138	1.436262	
00001139	1.435632	
00001140	1.435002	
00001141	1.434373	
00001142	1.433745	
00001143	1.433118	
00001144	1.432491	
00001145	1.431866	
00001146	1.431241	
00001147	1.430617	
00001148	1.429994	
00001149	1.429372	
00001150	1.428750	
00001151	1.428130	
00001152	1.427510	
00001153	1.426891	
00001154	1.426272	
00001155	1.425655	
00001156	1.425038	
00001157	1.424422	
00001158	1.423807	
00001159	1.423193	
00001160	1.422580	
00001161	1.421967	
00001162	1.421355	
00001163	1.420744	
00001164	1.420134	
00001165	1.419524	
00001166	1.418916	
00001167	1.418308	
00001168	1.417701	
00001169	1.417094	
00001170	1.416489	
00001171	1.415884	
00001172	1.415280	
00001173	1.414677	
00001174	1.414074	
00001175	1.413473	
00001176	1.412872	
00001177	1.412272	
00001178	1.411672	
00001179	1.411074	
00001180	1.410476	
00001181	1.409879	
00001182	1.409282	
00001183	1.408687	
00001184	1.408092	
00001185	1.407498	
00001186	1.406905	
00001187	1.406312	
00001188	1.405720	
00001189	1.405129	
00001190	1.404539	
00001191	1.403949	
00001192	1.403361	
00001193	1.402773	
00001194	1.402185	
00001195	1.401599	
00001196	1.401013	
00001197	1.400428	
00001198	1.399843	
00001199	1.399260	
00001200	1.398677	
00001201	1.398095	
00001202	1.397513	
00001203	1.396933	
00001204	1.396353	
00001205	1.395773	
00001206	1.395195	
00001207	1.394617	
00001208	1.394040	
00001209	1.393464	
00001210	1.392888	
00001211	1.392313	
00001212	1.391739	
00001213	1.391165	
00001214	1.390592	
00001215	1.390020	
00001216	1.389449	
00001217	1.388878	
00001218	1.388308	
00001219	1.387739	
00001220	1.387170	
00001221	1.386603	
00001222	1.386035	
00001223	1.385469	
00001224	1.384903	
00001225	1.384338	
00001226	1.383774	
00001227	1.383210	
00001228	1.382647	
00001229	1.382085	
00001230	1.381523	
00001231	1.380962	
00001232	1.380402	
00001233	1.379842	
00001234	1.379283	
00001235	1.378725	
00001236	1.378168	
00001237	1.377611	
00001238	1.377055	
00001239	1.376499	
00001240	1.375944	
00001241	1.375390	
00001242	1.374837	
00001243	1.374284	
00001244	1.373732	
00001245	1.373180	
00001246	1.372630	
00001247	1.372080	
00001248	1.371530	
00001249	1.370981	
00001250	1.370433	
00001251	1.369886	
00001252	1.369339	
00001253	1.368793	
00001254	1.368247	
00001255	1.367702	
00001256	1.367158	
00001257	1.366614	
00001258	1.366072	
00001259	1.365529	
00001260	1.364988	
00001261	1.364447	
00001262	1.363906	
00001263	1.363367	
00001264	1.362828	
00001265	1.362289	
00001266	1.361752	
00001267	1.361215	
00001268	1.360678	
00001269	1.360142	
00001270	1.359607	
00001271	1.359072	
00001272	1.358539	
00001273	1.358005	
00001274	1.357473	
00001275	1.356940	
00001276	1.356409	
00001277	1.355878	
00001278	1.355348	
00001279	1.354819	
00001280	1.354290	
00001281	1.353761	
00001282	1.353234	
00001283	1.352707	
00001284	1.352180	
00001285	1.351654	
00001286	1.351129	
00001287	1.350605	
00001288	1.350081	
00001289	1.349557	
00001290	1.349034	
00001291	1.348512	
00001292	1.347991	
00001293	1.347470	
00001294	1.346950	
00001295	1.346430	
00001296	1.345911	
00001297	1.345392	
00001298	1.344874	
00001299	1.344357	
00001300	1.343840	
00001301	1.343324	
00001302	1.342809	
00001303	1.342294	
00001304	1.341779	
00001305	1.341266	
00001306	1.340752	
00001307	1.340240	
00001308	1.339728	
00001309	1.339217	
00001310	1.338706	
00001311	1.338196	
00001312	1.337686	
00001313	1.337177	
00001314	1.336668	
00001315	1.336161	
00001316	1.335653	
00001317	1.335147	
00001318	1.334640	
00001319	1.334135	
00001320	1.333630	
00001321	1.333125	
00001322	1.332622	
00001323	1.332118	
00001324	1.331616	
00001325	1.331114	
00001326	1.330612	
00001327	1.330111	
00001328	1.329611	
00001329	1.329111	
00001330	1.328612	
00001331	1.328113	
00001332	1.327615	
00001333	1.327117	
00001334	1.326620	
00001335	1.326124	
00001336	1.325628	
00001337	1.325132	
00001338	1.324638	
00001339	1.324143	
00001340	1.323650	
00001341	1.323157	
00001342	1.322664	
00001343	1.322172	
00001344	1.321680	
00001345	1.321190	
00001346	1.320699	
00001347	1.320209	
00001348	1.319720	
00001349	1.319231	
00001350	1.318743	
00001351	1.318256	
00001352	1.317768	
00001353	1.317282	
00001354	1.316796	
00001355	1.316310	
00001356	1.315825	
00001357	1.315341	
00001358	1.314857	
00001359	1.314374	
00001360	1.313891	
00001361	1.313409	
00001362	1.312927	
00001363	1.312446	
00001364	1.311965	
00001365	1.311485	
00001366	1.311005	
00001367	1.310526	
00001368	1.310048	
00001369	1.309570	
00001370	1.309092	
00001371	1.308615	
00001372	1.308139	
00001373	1.307663	
00001374	1.307187	
00001375	1.306713	
00001376	1.306238	
00001377	1.305764	
00001378	1.305291	
00001379	1.304818	
00001380	1.304346	
00001381	1.303874	
00001382	1.303403	
00001383	1.302932	
00001384	1.302462	
00001385	1.301992	
00001386	1.301523	
00001387	1.301054	
00001388	1.300586	
00001389	1.300118	
00001390	1.299651	
00001391	1.299184	
00001392	1.298718	
00001393	1.298252	
00001394	1.297787	
00001395	1.297322	
00001396	1.296858	
