Epoch	ERROR1	
00002566	0.957146	
00002567	0.956960	
00002568	0.956774	
00002569	0.956588	
00002570	0.956402	
00002571	0.956217	
00002572	0.956031	
00002573	0.955846	
00002574	0.955661	
00002575	0.955476	
00002576	0.955291	
00002577	0.955106	
00002578	0.954921	
00002579	0.954736	
00002580	0.954552	
00002581	0.954367	
00002582	0.954183	
00002583	0.953999	
00002584	0.953815	
00002585	0.953630	
00002586	0.953447	
00002587	0.953263	
00002588	0.953079	
00002589	0.952895	
00002590	0.952712	
00002591	0.952528	
00002592	0.952345	
00002593	0.952162	
00002594	0.951979	
00002595	0.951796	
00002596	0.951613	
00002597	0.951430	
00002598	0.951248	
00002599	0.951065	
00002600	0.950883	
00002601	0.950700	
00002602	0.950518	
00002603	0.950336	
00002604	0.950154	
00002605	0.949972	
00002606	0.949790	
00002607	0.949608	
00002608	0.949427	
00002609	0.949245	
00002610	0.949064	
00002611	0.948883	
00002612	0.948701	
00002613	0.948520	
00002614	0.948339	
00002615	0.948158	
00002616	0.947978	
00002617	0.947797	
00002618	0.947616	
00002619	0.947436	
00002620	0.947256	
00002621	0.947075	
00002622	0.946895	
00002623	0.946715	
00002624	0.946535	
00002625	0.946355	
00002626	0.946176	
00002627	0.945996	
00002628	0.945816	
00002629	0.945637	
00002630	0.945458	
00002631	0.945278	
00002632	0.945099	
00002633	0.944920	
00002634	0.944741	
00002635	0.944562	
00002636	0.944384	
00002637	0.944205	
00002638	0.944027	
00002639	0.943848	
00002640	0.943670	
00002641	0.943492	
00002642	0.943313	
00002643	0.943135	
00002644	0.942958	
00002645	0.942780	
00002646	0.942602	
00002647	0.942424	
00002648	0.942247	
00002649	0.942069	
00002650	0.941892	
00002651	0.941715	
00002652	0.941538	
00002653	0.941361	
00002654	0.941184	
00002655	0.941007	
00002656	0.940830	
00002657	0.940654	
00002658	0.940477	
00002659	0.940301	
00002660	0.940124	
00002661	0.939948	
00002662	0.939772	
00002663	0.939596	
00002664	0.939420	
00002665	0.939244	
00002666	0.939069	
00002667	0.938893	
00002668	0.938718	
00002669	0.938542	
00002670	0.938367	
00002671	0.938192	
00002672	0.938016	
00002673	0.937841	
00002674	0.937666	
00002675	0.937492	
00002676	0.937317	
00002677	0.937142	
00002678	0.936968	
00002679	0.936793	
00002680	0.936619	
00002681	0.936445	
00002682	0.936271	
00002683	0.936096	
00002684	0.935923	
00002685	0.935749	
00002686	0.935575	
00002687	0.935401	
00002688	0.935228	
00002689	0.935054	
00002690	0.934881	
00002691	0.934708	
00002692	0.934534	
00002693	0.934361	
00002694	0.934188	
00002695	0.934015	
00002696	0.933843	
00002697	0.933670	
00002698	0.933497	
00002699	0.933325	
00002700	0.933152	
00002701	0.932980	
00002702	0.932808	
00002703	0.932636	
00002704	0.932464	
00002705	0.932292	
00002706	0.932120	
00002707	0.931948	
00002708	0.931777	
00002709	0.931605	
00002710	0.931434	
00002711	0.931262	
00002712	0.931091	
00002713	0.930920	
00002714	0.930749	
00002715	0.930578	
00002716	0.930407	
00002717	0.930236	
00002718	0.930065	
00002719	0.929895	
00002720	0.929724	
00002721	0.929554	
00002722	0.929383	
00002723	0.929213	
00002724	0.929043	
00002725	0.928873	
00002726	0.928703	
00002727	0.928533	
00002728	0.928363	
00002729	0.928194	
00002730	0.928024	
00002731	0.927855	
00002732	0.927685	
00002733	0.927516	
00002734	0.927347	
00002735	0.927178	
00002736	0.927009	
00002737	0.926840	
00002738	0.926671	
00002739	0.926502	
00002740	0.926333	
00002741	0.926165	
00002742	0.925996	
00002743	0.925828	
00002744	0.925660	
00002745	0.925492	
00002746	0.925323	
00002747	0.925155	
00002748	0.924988	
00002749	0.924820	
00002750	0.924652	
00002751	0.924484	
00002752	0.924317	
00002753	0.924149	
00002754	0.923982	
00002755	0.923815	
00002756	0.923647	
00002757	0.923480	
00002758	0.923313	
00002759	0.923146	
00002760	0.922980	
00002761	0.922813	
00002762	0.922646	
00002763	0.922480	
00002764	0.922313	
00002765	0.922147	
00002766	0.921981	
00002767	0.921814	
00002768	0.921648	
00002769	0.921482	
00002770	0.921316	
00002771	0.921151	
00002772	0.920985	
00002773	0.920819	
00002774	0.920654	
00002775	0.920488	
00002776	0.920323	
00002777	0.920157	
00002778	0.919992	
00002779	0.919827	
00002780	0.919662	
00002781	0.919497	
00002782	0.919332	
00002783	0.919168	
00002784	0.919003	
00002785	0.918838	
00002786	0.918674	
00002787	0.918509	
00002788	0.918345	
00002789	0.918181	
00002790	0.918017	
00002791	0.917853	
00002792	0.917689	
00002793	0.917525	
00002794	0.917361	
00002795	0.917197	
00002796	0.917034	
00002797	0.916870	
00002798	0.916707	
00002799	0.916543	
00002800	0.916380	
00002801	0.916217	
00002802	0.916054	
00002803	0.915891	
00002804	0.915728	
00002805	0.915565	
00002806	0.915402	
00002807	0.915240	
00002808	0.915077	
00002809	0.914915	
00002810	0.914752	
00002811	0.914590	
00002812	0.914428	
00002813	0.914266	
00002814	0.914104	
00002815	0.913942	
00002816	0.913780	
00002817	0.913618	
00002818	0.913456	
00002819	0.913295	
00002820	0.913133	
00002821	0.912972	
00002822	0.912810	
00002823	0.912649	
00002824	0.912488	
00002825	0.912327	
00002826	0.912166	
00002827	0.912005	
00002828	0.911844	
00002829	0.911683	
00002830	0.911522	
00002831	0.911362	
00002832	0.911201	
00002833	0.911041	
00002834	0.910881	
00002835	0.910720	
00002836	0.910560	
00002837	0.910400	
00002838	0.910240	
00002839	0.910080	
00002840	0.909920	
00002841	0.909761	
00002842	0.909601	
00002843	0.909441	
00002844	0.909282	
00002845	0.909122	
00002846	0.908963	
00002847	0.908804	
00002848	0.908645	
00002849	0.908486	
00002850	0.908327	
00002851	0.908168	
00002852	0.908009	
00002853	0.907850	
00002854	0.907692	
00002855	0.907533	
00002856	0.907375	
00002857	0.907216	
00002858	0.907058	
00002859	0.906900	
00002860	0.906741	
00002861	0.906583	
00002862	0.906425	
00002863	0.906267	
00002864	0.906110	
00002865	0.905952	
00002866	0.905794	
00002867	0.905637	
00002868	0.905479	
00002869	0.905322	
00002870	0.905164	
00002871	0.905007	
00002872	0.904850	
00002873	0.904693	
00002874	0.904536	
00002875	0.904379	
00002876	0.904222	
00002877	0.904065	
00002878	0.903909	
00002879	0.903752	
00002880	0.903596	
00002881	0.903439	
00002882	0.903283	
00002883	0.903127	
00002884	0.902970	
00002885	0.902814	
00002886	0.902658	
00002887	0.902502	
00002888	0.902346	
00002889	0.902191	
00002890	0.902035	
00002891	0.901879	
00002892	0.901724	
00002893	0.901568	
00002894	0.901413	
00002895	0.901258	
00002896	0.901102	
00002897	0.900947	
00002898	0.900792	
00002899	0.900637	
00002900	0.900482	
00002901	0.900328	
00002902	0.900173	
00002903	0.900018	
00002904	0.899864	
00002905	0.899709	
00002906	0.899555	
00002907	0.899400	
00002908	0.899246	
00002909	0.899092	
00002910	0.898938	
00002911	0.898784	
00002912	0.898630	
00002913	0.898476	
00002914	0.898322	
00002915	0.898168	
00002916	0.898015	
00002917	0.897861	
00002918	0.897708	
00002919	0.897554	
00002920	0.897401	
00002921	0.897248	
00002922	0.897095	
00002923	0.896942	
00002924	0.896789	
00002925	0.896636	
00002926	0.896483	
00002927	0.896330	
00002928	0.896178	
00002929	0.896025	
00002930	0.895872	
00002931	0.895720	
00002932	0.895568	
00002933	0.895415	
00002934	0.895263	
00002935	0.895111	
00002936	0.894959	
00002937	0.894807	
00002938	0.894655	
00002939	0.894503	
00002940	0.894351	
00002941	0.894200	
00002942	0.894048	
00002943	0.893897	
00002944	0.893745	
00002945	0.893594	
00002946	0.893443	
00002947	0.893291	
00002948	0.893140	
00002949	0.892989	
00002950	0.892838	
00002951	0.892687	
00002952	0.892536	
00002953	0.892386	
00002954	0.892235	
00002955	0.892084	
00002956	0.891934	
00002957	0.891783	
00002958	0.891633	
00002959	0.891483	
00002960	0.891333	
00002961	0.891182	
00002962	0.891032	
00002963	0.890882	
00002964	0.890732	
00002965	0.890583	
00002966	0.890433	
00002967	0.890283	
00002968	0.890134	
00002969	0.889984	
00002970	0.889835	
00002971	0.889685	
00002972	0.889536	
00002973	0.889387	
00002974	0.889238	
00002975	0.889088	
00002976	0.888939	
00002977	0.888791	
00002978	0.888642	
00002979	0.888493	
00002980	0.888344	
00002981	0.888196	
00002982	0.888047	
00002983	0.887899	
00002984	0.887750	
00002985	0.887602	
00002986	0.887454	
00002987	0.887305	
00002988	0.887157	
00002989	0.887009	
00002990	0.886861	
00002991	0.886713	
00002992	0.886566	
00002993	0.886418	
00002994	0.886270	
00002995	0.886123	
00002996	0.885975	
00002997	0.885828	
00002998	0.885680	
00002999	0.885533	
00003000	0.885386	
00003001	0.885239	
00003002	0.885091	
00003003	0.884944	
00003004	0.884798	
00003005	0.884651	
00003006	0.884504	
00003007	0.884357	
00003008	0.884211	
00003009	0.884064	
00003010	0.883918	
00003011	0.883771	
00003012	0.883625	
00003013	0.883478	
00003014	0.883332	
00003015	0.883186	
00003016	0.883040	
00003017	0.882894	
00003018	0.882748	
00003019	0.882602	
00003020	0.882457	
00003021	0.882311	
00003022	0.882165	
00003023	0.882020	
00003024	0.881874	
00003025	0.881729	
00003026	0.881584	
00003027	0.881438	
00003028	0.881293	
00003029	0.881148	
00003030	0.881003	
00003031	0.880858	
00003032	0.880713	
00003033	0.880568	
00003034	0.880424	
00003035	0.880279	
00003036	0.880134	
00003037	0.879990	
00003038	0.879845	
00003039	0.879701	
00003040	0.879556	
00003041	0.879412	
00003042	0.879268	
00003043	0.879124	
00003044	0.878980	
00003045	0.878836	
00003046	0.878692	
00003047	0.878548	
00003048	0.878404	
00003049	0.878261	
00003050	0.878117	
00003051	0.877974	
00003052	0.877830	
00003053	0.877687	
00003054	0.877543	
00003055	0.877400	
00003056	0.877257	
00003057	0.877114	
00003058	0.876971	
00003059	0.876828	
00003060	0.876685	
00003061	0.876542	
00003062	0.876399	
00003063	0.876256	
00003064	0.876114	
00003065	0.875971	
00003066	0.875829	
00003067	0.875686	
00003068	0.875544	
00003069	0.875402	
00003070	0.875259	
00003071	0.875117	
00003072	0.874975	
00003073	0.874833	
00003074	0.874691	
00003075	0.874549	
00003076	0.874408	
00003077	0.874266	
00003078	0.874124	
00003079	0.873983	
00003080	0.873841	
00003081	0.873700	
00003082	0.873558	
00003083	0.873417	
00003084	0.873276	
00003085	0.873134	
00003086	0.872993	
00003087	0.872852	
00003088	0.872711	
00003089	0.872570	
00003090	0.872430	
00003091	0.872289	
00003092	0.872148	
00003093	0.872007	
00003094	0.871867	
00003095	0.871726	
00003096	0.871586	
00003097	0.871446	
00003098	0.871305	
00003099	0.871165	
00003100	0.871025	
00003101	0.870885	
00003102	0.870745	
00003103	0.870605	
00003104	0.870465	
00003105	0.870325	
00003106	0.870185	
00003107	0.870046	
00003108	0.869906	
00003109	0.869767	
00003110	0.869627	
00003111	0.869488	
00003112	0.869348	
00003113	0.869209	
00003114	0.869070	
00003115	0.868931	
00003116	0.868792	
00003117	0.868653	
00003118	0.868514	
00003119	0.868375	
00003120	0.868236	
00003121	0.868097	
00003122	0.867958	
00003123	0.867820	
00003124	0.867681	
00003125	0.867543	
00003126	0.867404	
00003127	0.867266	
00003128	0.867128	
00003129	0.866989	
00003130	0.866851	
00003131	0.866713	
00003132	0.866575	
00003133	0.866437	
00003134	0.866299	
00003135	0.866162	
00003136	0.866024	
00003137	0.865886	
00003138	0.865749	
00003139	0.865611	
00003140	0.865473	
00003141	0.865336	
00003142	0.865199	
00003143	0.865061	
00003144	0.864924	
00003145	0.864787	
00003146	0.864650	
00003147	0.864513	
00003148	0.864376	
00003149	0.864239	
00003150	0.864102	
00003151	0.863965	
00003152	0.863829	
00003153	0.863692	
00003154	0.863555	
00003155	0.863419	
00003156	0.863282	
00003157	0.863146	
00003158	0.863010	
00003159	0.862873	
00003160	0.862737	
00003161	0.862601	
00003162	0.862465	
00003163	0.862329	
00003164	0.862193	
00003165	0.862057	
00003166	0.861921	
00003167	0.861786	
00003168	0.861650	
00003169	0.861514	
00003170	0.861379	
00003171	0.861243	
00003172	0.861108	
00003173	0.860973	
00003174	0.860837	
00003175	0.860702	
00003176	0.860567	
00003177	0.860432	
00003178	0.860297	
00003179	0.860162	
00003180	0.860027	
00003181	0.859892	
00003182	0.859757	
00003183	0.859623	
00003184	0.859488	
00003185	0.859353	
00003186	0.859219	
00003187	0.859084	
00003188	0.858950	
00003189	0.858816	
00003190	0.858681	
00003191	0.858547	
00003192	0.858413	
00003193	0.858279	
00003194	0.858145	
00003195	0.858011	
00003196	0.857877	
00003197	0.857743	
00003198	0.857609	
00003199	0.857476	
00003200	0.857342	
00003201	0.857208	
00003202	0.857075	
00003203	0.856941	
00003204	0.856808	
00003205	0.856675	
00003206	0.856541	
00003207	0.856408	
00003208	0.856275	
00003209	0.856142	
00003210	0.856009	
00003211	0.855876	
00003212	0.855743	
00003213	0.855610	
00003214	0.855478	
00003215	0.855345	
00003216	0.855212	
00003217	0.855080	
00003218	0.854947	
00003219	0.854815	
00003220	0.854682	
00003221	0.854550	
00003222	0.854418	
00003223	0.854285	
00003224	0.854153	
00003225	0.854021	
00003226	0.853889	
00003227	0.853757	
00003228	0.853625	
00003229	0.853493	
00003230	0.853361	
00003231	0.853230	
00003232	0.853098	
00003233	0.852966	
00003234	0.852835	
00003235	0.852703	
00003236	0.852572	
00003237	0.852441	
00003238	0.852309	
00003239	0.852178	
00003240	0.852047	
00003241	0.851916	
00003242	0.851785	
00003243	0.851654	
00003244	0.851523	
00003245	0.851392	
00003246	0.851261	
00003247	0.851130	
00003248	0.851000	
00003249	0.850869	
00003250	0.850738	
00003251	0.850608	
00003252	0.850477	
00003253	0.850347	
00003254	0.850217	
00003255	0.850086	
00003256	0.849956	
00003257	0.849826	
00003258	0.849696	
00003259	0.849566	
00003260	0.849436	
00003261	0.849306	
00003262	0.849176	
00003263	0.849046	
00003264	0.848917	
00003265	0.848787	
00003266	0.848657	
00003267	0.848528	
00003268	0.848398	
00003269	0.848269	
00003270	0.848139	
00003271	0.848010	
00003272	0.847881	
00003273	0.847752	
00003274	0.847623	
00003275	0.847493	
00003276	0.847364	
00003277	0.847235	
00003278	0.847107	
00003279	0.846978	
00003280	0.846849	
00003281	0.846720	
00003282	0.846591	
00003283	0.846463	
00003284	0.846334	
00003285	0.846206	
00003286	0.846077	
00003287	0.845949	
00003288	0.845821	
00003289	0.845692	
00003290	0.845564	
00003291	0.845436	
00003292	0.845308	
00003293	0.845180	
00003294	0.845052	
00003295	0.844924	
00003296	0.844796	
00003297	0.844668	
00003298	0.844541	
00003299	0.844413	
00003300	0.844285	
00003301	0.844158	
00003302	0.844030	
00003303	0.843903	
00003304	0.843775	
00003305	0.843648	
00003306	0.843521	
00003307	0.843394	
00003308	0.843266	
00003309	0.843139	
00003310	0.843012	
00003311	0.842885	
00003312	0.842758	
00003313	0.842631	
00003314	0.842505	
00003315	0.842378	
00003316	0.842251	
00003317	0.842125	
00003318	0.841998	
00003319	0.841871	
00003320	0.841745	
00003321	0.841619	
00003322	0.841492	
00003323	0.841366	
00003324	0.841240	
00003325	0.841113	
00003326	0.840987	
00003327	0.840861	
00003328	0.840735	
00003329	0.840609	
00003330	0.840483	
00003331	0.840358	
00003332	0.840232	
00003333	0.840106	
00003334	0.839980	
00003335	0.839855	
00003336	0.839729	
00003337	0.839604	
00003338	0.839478	
00003339	0.839353	
00003340	0.839227	
00003341	0.839102	
00003342	0.838977	
00003343	0.838852	
00003344	0.838727	
00003345	0.838602	
00003346	0.838477	
00003347	0.838352	
00003348	0.838227	
00003349	0.838102	
00003350	0.837977	
00003351	0.837852	
00003352	0.837728	
00003353	0.837603	
00003354	0.837479	
00003355	0.837354	
00003356	0.837230	
00003357	0.837105	
00003358	0.836981	
00003359	0.836857	
00003360	0.836732	
00003361	0.836608	
00003362	0.836484	
00003363	0.836360	
00003364	0.836236	
00003365	0.836112	
00003366	0.835988	
00003367	0.835864	
00003368	0.835741	
00003369	0.835617	
00003370	0.835493	
00003371	0.835370	
00003372	0.835246	
00003373	0.835122	
00003374	0.834999	
00003375	0.834876	
00003376	0.834752	
00003377	0.834629	
00003378	0.834506	
00003379	0.834383	
00003380	0.834259	
00003381	0.834136	
00003382	0.834013	
00003383	0.833890	
00003384	0.833767	
00003385	0.833645	
00003386	0.833522	
00003387	0.833399	
00003388	0.833276	
00003389	0.833154	
00003390	0.833031	
00003391	0.832909	
00003392	0.832786	
00003393	0.832664	
00003394	0.832541	
00003395	0.832419	
00003396	0.832297	
00003397	0.832175	
00003398	0.832053	
00003399	0.831930	
00003400	0.831808	
00003401	0.831686	
00003402	0.831564	
00003403	0.831443	
00003404	0.831321	
00003405	0.831199	
00003406	0.831077	
00003407	0.830956	
00003408	0.830834	
00003409	0.830712	
00003410	0.830591	
00003411	0.830469	
00003412	0.830348	
00003413	0.830227	
00003414	0.830105	
00003415	0.829984	
00003416	0.829863	
00003417	0.829742	
00003418	0.829621	
00003419	0.829500	
00003420	0.829379	
00003421	0.829258	
00003422	0.829137	
00003423	0.829016	
00003424	0.828895	
00003425	0.828775	
00003426	0.828654	
00003427	0.828533	
00003428	0.828413	
00003429	0.828292	
00003430	0.828172	
00003431	0.828052	
00003432	0.827931	
00003433	0.827811	
00003434	0.827691	
00003435	0.827571	
00003436	0.827450	
00003437	0.827330	
00003438	0.827210	
00003439	0.827090	
00003440	0.826970	
00003441	0.826851	
00003442	0.826731	
00003443	0.826611	
00003444	0.826491	
00003445	0.826372	
00003446	0.826252	
00003447	0.826132	
00003448	0.826013	
00003449	0.825894	
00003450	0.825774	
00003451	0.825655	
00003452	0.825535	
00003453	0.825416	
00003454	0.825297	
00003455	0.825178	
00003456	0.825059	
00003457	0.824940	
00003458	0.824821	
00003459	0.824702	
00003460	0.824583	
00003461	0.824464	
00003462	0.824345	
00003463	0.824227	
00003464	0.824108	
00003465	0.823989	
00003466	0.823871	
00003467	0.823752	
00003468	0.823634	
00003469	0.823515	
00003470	0.823397	
00003471	0.823279	
00003472	0.823160	
00003473	0.823042	
00003474	0.822924	
00003475	0.822806	
00003476	0.822688	
00003477	0.822570	
00003478	0.822452	
00003479	0.822334	
00003480	0.822216	
00003481	0.822098	
00003482	0.821980	
00003483	0.821863	
00003484	0.821745	
00003485	0.821628	
00003486	0.821510	
00003487	0.821392	
00003488	0.821275	
00003489	0.821158	
00003490	0.821040	
00003491	0.820923	
00003492	0.820806	
00003493	0.820688	
00003494	0.820571	
00003495	0.820454	
00003496	0.820337	
00003497	0.820220	
00003498	0.820103	
00003499	0.819986	
00003500	0.819869	
00003501	0.819753	
00003502	0.819636	
00003503	0.819519	
00003504	0.819403	
00003505	0.819286	
00003506	0.819169	
00003507	0.819053	
00003508	0.818936	
00003509	0.818820	
00003510	0.818704	
00003511	0.818587	
00003512	0.818471	
00003513	0.818355	
00003514	0.818239	
00003515	0.818123	
00003516	0.818007	
00003517	0.817891	
00003518	0.817775	
00003519	0.817659	
00003520	0.817543	
00003521	0.817427	
00003522	0.817311	
00003523	0.817196	
00003524	0.817080	
00003525	0.816964	
00003526	0.816849	
00003527	0.816733	
00003528	0.816618	
00003529	0.816502	
00003530	0.816387	
00003531	0.816272	
00003532	0.816156	
00003533	0.816041	
00003534	0.815926	
00003535	0.815811	
00003536	0.815696	
00003537	0.815581	
00003538	0.815466	
00003539	0.815351	
00003540	0.815236	
00003541	0.815121	
00003542	0.815006	
00003543	0.814892	
00003544	0.814777	
00003545	0.814662	
00003546	0.814548	
00003547	0.814433	
00003548	0.814319	
00003549	0.814204	
00003550	0.814090	
00003551	0.813976	
00003552	0.813861	
00003553	0.813747	
00003554	0.813633	
00003555	0.813519	
00003556	0.813405	
00003557	0.813290	
00003558	0.813176	
00003559	0.813062	
00003560	0.812949	
00003561	0.812835	
00003562	0.812721	
00003563	0.812607	
00003564	0.812493	
00003565	0.812380	
00003566	0.812266	
00003567	0.812153	
00003568	0.812039	
00003569	0.811925	
00003570	0.811812	
00003571	0.811699	
00003572	0.811585	
00003573	0.811472	
00003574	0.811359	
00003575	0.811246	
00003576	0.811132	
00003577	0.811019	
00003578	0.810906	
00003579	0.810793	
00003580	0.810680	
00003581	0.810567	
00003582	0.810455	
00003583	0.810342	
00003584	0.810229	
00003585	0.810116	
00003586	0.810004	
00003587	0.809891	
00003588	0.809778	
00003589	0.809666	
00003590	0.809553	
00003591	0.809441	
00003592	0.809328	
00003593	0.809216	
00003594	0.809104	
00003595	0.808992	
00003596	0.808879	
00003597	0.808767	
00003598	0.808655	
00003599	0.808543	
00003600	0.808431	
00003601	0.808319	
00003602	0.808207	
00003603	0.808095	
00003604	0.807983	
00003605	0.807872	
00003606	0.807760	
00003607	0.807648	
00003608	0.807536	
00003609	0.807425	
00003610	0.807313	
00003611	0.807202	
00003612	0.807090	
00003613	0.806979	
00003614	0.806868	
00003615	0.806756	
00003616	0.806645	
00003617	0.806534	
00003618	0.806422	
00003619	0.806311	
00003620	0.806200	
00003621	0.806089	
00003622	0.805978	
00003623	0.805867	
00003624	0.805756	
00003625	0.805645	
00003626	0.805535	
00003627	0.805424	
00003628	0.805313	
00003629	0.805202	
00003630	0.805092	
00003631	0.804981	
00003632	0.804871	
00003633	0.804760	
00003634	0.804650	
00003635	0.804539	
00003636	0.804429	
00003637	0.804319	
00003638	0.804208	
00003639	0.804098	
00003640	0.803988	
00003641	0.803878	
00003642	0.803768	
00003643	0.803658	
00003644	0.803548	
00003645	0.803438	
00003646	0.803328	
00003647	0.803218	
00003648	0.803108	
00003649	0.802998	
00003650	0.802889	
00003651	0.802779	
00003652	0.802669	
00003653	0.802560	
00003654	0.802450	
00003655	0.802341	
00003656	0.802231	
00003657	0.802122	
00003658	0.802012	
00003659	0.801903	
00003660	0.801794	
00003661	0.801685	
00003662	0.801575	
00003663	0.801466	
00003664	0.801357	
00003665	0.801248	
00003666	0.801139	
00003667	0.801030	
00003668	0.800921	
00003669	0.800812	
00003670	0.800703	
00003671	0.800595	
00003672	0.800486	
00003673	0.800377	
00003674	0.800268	
00003675	0.800160	
00003676	0.800051	
00003677	0.799943	
00003678	0.799834	
00003679	0.799726	
00003680	0.799617	
00003681	0.799509	
00003682	0.799401	
00003683	0.799293	
00003684	0.799184	
00003685	0.799076	
00003686	0.798968	
00003687	0.798860	
00003688	0.798752	
00003689	0.798644	
00003690	0.798536	
00003691	0.798428	
00003692	0.798320	
00003693	0.798212	
00003694	0.798105	
00003695	0.797997	
00003696	0.797889	
00003697	0.797782	
00003698	0.797674	
00003699	0.797566	
00003700	0.797459	
00003701	0.797351	
00003702	0.797244	
00003703	0.797137	
00003704	0.797029	
00003705	0.796922	
00003706	0.796815	
00003707	0.796707	
00003708	0.796600	
00003709	0.796493	
00003710	0.796386	
00003711	0.796279	
00003712	0.796172	
00003713	0.796065	
00003714	0.795958	
00003715	0.795851	
00003716	0.795744	
00003717	0.795638	
00003718	0.795531	
00003719	0.795424	
00003720	0.795318	
00003721	0.795211	
00003722	0.795104	
00003723	0.794998	
00003724	0.794891	
00003725	0.794785	
00003726	0.794679	
00003727	0.794572	
00003728	0.794466	
00003729	0.794360	
00003730	0.794253	
00003731	0.794147	
00003732	0.794041	
00003733	0.793935	
00003734	0.793829	
00003735	0.793723	
00003736	0.793617	
00003737	0.793511	
00003738	0.793405	
00003739	0.793299	
00003740	0.793194	
00003741	0.793088	
00003742	0.792982	
00003743	0.792876	
00003744	0.792771	
00003745	0.792665	
00003746	0.792560	
00003747	0.792454	
00003748	0.792349	
00003749	0.792243	
00003750	0.792138	
00003751	0.792033	
00003752	0.791927	
00003753	0.791822	
00003754	0.791717	
00003755	0.791612	
00003756	0.791507	
00003757	0.791401	
00003758	0.791296	
00003759	0.791191	
00003760	0.791086	
00003761	0.790982	
00003762	0.790877	
00003763	0.790772	
00003764	0.790667	
00003765	0.790562	
00003766	0.790458	
00003767	0.790353	
00003768	0.790248	
00003769	0.790144	
00003770	0.790039	
00003771	0.789935	
00003772	0.789830	
00003773	0.789726	
00003774	0.789621	
00003775	0.789517	
00003776	0.789413	
00003777	0.789309	
00003778	0.789204	
00003779	0.789100	
00003780	0.788996	
00003781	0.788892	
00003782	0.788788	
00003783	0.788684	
00003784	0.788580	
00003785	0.788476	
00003786	0.788372	
00003787	0.788268	
00003788	0.788165	
00003789	0.788061	
00003790	0.787957	
00003791	0.787853	
00003792	0.787750	
00003793	0.787646	
00003794	0.787543	
00003795	0.787439	
00003796	0.787336	
00003797	0.787232	
00003798	0.787129	
00003799	0.787026	
00003800	0.786922	
00003801	0.786819	
00003802	0.786716	
00003803	0.786613	
00003804	0.786509	
00003805	0.786406	
00003806	0.786303	
00003807	0.786200	
00003808	0.786097	
00003809	0.785994	
00003810	0.785891	
00003811	0.785789	
00003812	0.785686	
00003813	0.785583	
00003814	0.785480	
00003815	0.785378	
00003816	0.785275	
00003817	0.785172	
00003818	0.785070	
00003819	0.784967	
00003820	0.784865	
00003821	0.784762	
00003822	0.784660	
00003823	0.784557	
00003824	0.784455	
00003825	0.784353	
00003826	0.784250	
00003827	0.784148	
00003828	0.784046	
00003829	0.783944	
00003830	0.783842	
00003831	0.783740	
00003832	0.783638	
00003833	0.783536	
00003834	0.783434	
00003835	0.783332	
00003836	0.783230	
00003837	0.783128	
00003838	0.783027	
00003839	0.782925	
00003840	0.782823	
00003841	0.782721	
00003842	0.782620	
00003843	0.782518	
00003844	0.782417	
00003845	0.782315	
00003846	0.782214	
00003847	0.782112	
00003848	0.782011	
00003849	0.781910	
00003850	0.781808	
00003851	0.781707	
00003852	0.781606	
00003853	0.781505	
00003854	0.781404	
00003855	0.781302	
00003856	0.781201	
00003857	0.781100	
00003858	0.780999	
00003859	0.780898	
00003860	0.780797	
00003861	0.780697	
00003862	0.780596	
00003863	0.780495	
00003864	0.780394	
00003865	0.780294	
00003866	0.780193	
00003867	0.780092	
00003868	0.779992	
00003869	0.779891	
00003870	0.779791	
00003871	0.779690	
00003872	0.779590	
00003873	0.779489	
00003874	0.779389	
00003875	0.779289	
00003876	0.779188	
00003877	0.779088	
00003878	0.778988	
00003879	0.778888	
00003880	0.778787	
00003881	0.778687	
00003882	0.778587	
00003883	0.778487	
00003884	0.778387	
00003885	0.778287	
00003886	0.778188	
00003887	0.778088	
00003888	0.777988	
00003889	0.777888	
00003890	0.777788	
00003891	0.777689	
00003892	0.777589	
00003893	0.777489	
00003894	0.777390	
00003895	0.777290	
00003896	0.777191	
00003897	0.777091	
00003898	0.776992	
00003899	0.776892	
00003900	0.776793	
00003901	0.776694	
00003902	0.776594	
00003903	0.776495	
00003904	0.776396	
00003905	0.776297	
00003906	0.776198	
00003907	0.776099	
00003908	0.775999	
00003909	0.775900	
00003910	0.775801	
00003911	0.775703	
00003912	0.775604	
00003913	0.775505	
00003914	0.775406	
00003915	0.775307	
00003916	0.775208	
00003917	0.775110	
00003918	0.775011	
00003919	0.774912	
00003920	0.774814	
00003921	0.774715	
00003922	0.774617	
00003923	0.774518	
00003924	0.774420	
00003925	0.774321	
00003926	0.774223	
00003927	0.774125	
00003928	0.774026	
00003929	0.773928	
00003930	0.773830	
00003931	0.773732	
00003932	0.773633	
00003933	0.773535	
00003934	0.773437	
00003935	0.773339	
00003936	0.773241	
00003937	0.773143	
00003938	0.773045	
00003939	0.772947	
00003940	0.772850	
00003941	0.772752	
00003942	0.772654	
00003943	0.772556	
00003944	0.772459	
00003945	0.772361	
00003946	0.772263	
00003947	0.772166	
00003948	0.772068	
00003949	0.771971	
00003950	0.771873	
00003951	0.771776	
00003952	0.771678	
00003953	0.771581	
00003954	0.771483	
00003955	0.771386	
00003956	0.771289	
00003957	0.771192	
00003958	0.771095	
00003959	0.770997	
00003960	0.770900	
00003961	0.770803	
00003962	0.770706	
00003963	0.770609	
