Epoch	ERROR
00000157	9.970590
00000158	9.970590
00000159	9.970590
00000160	9.970590
00000161	9.970590
00000162	9.970590
00000163	9.970590
00000164	9.970590
00000165	9.970590
00000166	9.970590
00000167	9.970590
00000168	9.970590
00000169	9.970590
00000170	9.970590
00000171	9.970590
00000172	9.970590
00000173	9.970590
00000174	9.970590
00000175	9.970590
00000176	9.970590
00000177	9.970590
00000178	9.970590
00000179	9.970590
00000180	9.970590
00000181	9.970590
00000182	9.970590
00000183	9.970590
00000184	9.970590
00000185	9.970590
00000186	9.970590
00000187	9.970590
00000188	9.970590
00000189	9.970590
00000190	9.970590
00000191	9.970590
00000192	9.970590
00000193	9.970590
00000194	9.970590
00000195	9.970590
00000196	9.970590
00000197	9.970590
00000198	9.970590
00000199	9.970590
00000200	9.970590
00000201	9.970590
00000202	9.970590
00000203	9.970590
00000204	9.970590
00000205	9.970590
00000206	9.970590
00000207	9.970590
00000208	9.970590
00000209	9.970590
00000210	9.970590
00000211	9.970590
00000212	9.970590
00000213	9.970590
00000214	9.970590
00000215	9.970590
00000216	9.970590
00000217	9.970590
00000218	9.970590
00000219	9.970590
00000220	9.970590
00000221	9.970590
00000222	9.970590
00000223	9.970590
00000224	9.970590
00000225	9.970590
00000226	9.970590
00000227	9.970590
00000228	9.970590
00000229	9.970590
00000230	9.970590
00000231	9.970590
00000232	9.970590
00000233	9.970590
00000234	9.970590
00000235	9.970590
00000236	9.970590
00000237	9.970590
00000238	9.970590
00000239	9.970590
00000240	9.970590
00000241	9.970590
00000242	9.970590
00000243	9.970590
00000244	9.970590
00000245	9.970590
00000246	9.970590
00000247	9.970590
00000248	9.970590
00000249	9.970590
00000250	9.970590
00000251	9.970590
00000252	9.970590
00000253	9.970590
00000254	9.970590
00000255	9.970590
00000256	9.970590
00000257	9.970590
00000258	9.970590
00000259	9.970590
00000260	9.970590
00000261	9.970590
00000262	9.970590
00000263	9.970590
00000264	9.970590
00000265	9.970590
00000266	9.970590
00000267	9.970590
00000268	9.970590
00000269	9.970590
00000270	9.970590
00000271	9.970590
00000272	9.970590
00000273	9.970590
00000274	9.970590
00000275	9.970590
00000276	9.970590
00000277	9.970590
00000278	9.970590
00000279	9.970590
00000280	9.970590
00000281	9.970590
00000282	9.970590
00000283	9.970590
00000284	9.970590
00000285	9.970590
00000286	9.970590
00000287	9.970590
00000288	9.970590
00000289	9.970590
00000290	9.970590
00000291	9.970590
00000292	9.970590
00000293	9.970590
00000294	9.970590
00000295	9.970590
00000296	9.970590
00000297	9.970590
00000298	9.970590
00000299	9.970590
00000300	9.970590
00000301	9.970590
00000302	9.970590
00000303	9.970590
00000304	9.970590
00000305	9.970590
00000306	9.970590
00000307	9.970590
00000308	9.970590
00000309	9.970590
00000310	9.970590
00000311	9.970590
00000312	9.970590
00000313	9.970590
00000314	9.970590
00000315	9.970590
00000316	9.970590
00000317	9.970590
00000318	9.970590
00000319	9.970590
00000320	9.970590
00000321	9.970590
00000322	9.970590
00000323	9.970590
00000324	9.970590
00000325	9.970590
00000326	9.970590
00000327	9.970590
00000328	9.970590
00000329	9.970590
00000330	9.970590
00000331	9.970590
00000332	9.970590
00000333	9.970590
00000334	9.970590
00000335	9.970590
00000336	9.970590
00000337	9.970590
00000338	9.970590
00000339	9.970590
00000340	9.970590
00000341	9.970590
00000342	9.970590
00000343	9.970590
00000344	9.970590
00000345	9.970590
00000346	9.970590
00000347	9.970590
00000348	9.970590
00000349	9.970590
00000350	9.970590
00000351	9.970590
00000352	9.970590
00000353	9.970590
00000354	9.970590
00000355	9.970590
00000356	9.970590
00000357	9.970590
00000358	9.970590
00000359	9.970590
00000360	9.970590
00000361	9.970590
00000362	9.970590
00000363	9.970590
00000364	9.970590
00000365	9.970590
00000366	9.970590
00000367	9.970590
00000368	9.970590
00000369	9.970590
00000370	9.970590
00000371	9.970590
00000372	9.970590
00000373	9.970590
00000374	9.970590
00000375	9.970590
00000376	9.970590
00000377	9.970590
00000378	9.970590
00000379	9.970590
00000380	9.970590
00000381	9.970590
00000382	9.970590
00000383	9.970590
00000384	9.970590
00000385	9.970590
00000386	9.970590
00000387	9.970590
00000388	9.970590
00000389	9.970590
00000390	9.970590
00000391	9.970590
00000392	9.970590
00000393	9.970590
00000394	9.970590
00000395	9.970590
00000396	9.970590
00000397	9.970590
00000398	9.970590
00000399	9.970590
00000400	9.970590
00000401	9.970590
00000402	9.970590
00000403	9.970590
00000404	9.970590
00000405	9.970590
00000406	9.970590
00000407	9.970590
00000408	9.970590
00000409	9.970590
00000410	9.970590
00000411	9.970590
00000412	9.970590
00000413	9.970590
00000414	9.970590
00000415	9.970590
00000416	9.970590
00000417	9.970590
00000418	9.970590
00000419	9.970590
00000420	9.970590
00000421	9.970590
00000422	9.970590
00000423	9.970590
00000424	9.970590
00000425	9.970590
00000426	9.970590
00000427	9.970590
00000428	9.970590
00000429	9.970590
00000430	9.970590
00000431	9.970590
00000432	9.970590
00000433	9.970590
00000434	9.970590
00000435	9.970590
00000436	9.970590
00000437	9.970590
00000438	9.970590
00000439	9.970590
00000440	9.970590
00000441	9.970590
00000442	9.970590
00000443	9.970590
00000444	9.970590
00000445	9.970590
00000446	9.970590
00000447	9.970590
00000448	9.970590
00000449	9.970590
00000450	9.970590
00000451	9.970590
00000452	9.970590
00000453	9.970590
00000454	9.970590
00000455	9.970590
00000456	9.970590
00000457	9.970590
00000458	9.970590
00000459	9.970590
00000460	9.970590
00000461	9.970590
00000462	9.970590
00000463	9.970590
00000464	9.970590
00000465	9.970590
00000466	9.970590
00000467	9.970590
00000468	9.970590
00000469	9.970590
00000470	9.970590
00000471	9.970590
00000472	9.970590
00000473	9.970590
00000474	9.970590
00000475	9.970590
00000476	9.970590
00000477	9.970590
00000478	9.970590
00000479	9.970590
00000480	9.970590
00000481	9.970590
00000482	9.970590
00000483	9.970590
00000484	9.970590
00000485	9.970590
00000486	9.970590
00000487	9.970590
00000488	9.970590
00000489	9.970590
00000490	9.970590
00000491	9.970590
00000492	9.970590
00000493	9.970590
00000494	9.970590
00000495	9.970590
00000496	9.970590
00000497	9.970590
00000498	9.970590
00000499	9.970590
00000500	9.970590
00000501	9.970590
00000502	9.970590
00000503	9.970590
00000504	9.970590
00000505	9.970590
00000506	9.970590
00000507	9.970590
00000508	9.970590
00000509	9.970590
00000510	9.970590
00000511	9.970590
00000512	9.970590
00000513	9.970590
00000514	9.970590
00000515	9.970590
00000516	9.970590
00000517	9.970590
00000518	9.970590
00000519	9.970590
00000520	9.970590
00000521	9.970590
00000522	9.970590
00000523	9.970590
00000524	9.970590
00000525	9.970590
00000526	9.970590
00000527	9.970590
00000528	9.970590
00000529	9.970590
00000530	9.970590
00000531	9.970590
00000532	9.970590
00000533	9.970590
00000534	9.970590
00000535	9.970590
00000536	9.970590
00000537	9.970590
00000538	9.970590
00000539	9.970590
00000540	9.970590
00000541	9.970590
00000542	9.970590
00000543	9.970590
00000544	9.970590
00000545	9.970590
00000546	9.970590
00000547	9.970590
00000548	9.970590
00000549	9.970590
00000550	9.970590
00000551	9.970590
00000552	9.970590
00000553	9.970590
00000554	9.970590
00000555	9.970590
00000556	9.970590
00000557	9.970590
00000558	9.970590
00000559	9.970590
00000560	9.970590
00000561	9.970590
00000562	9.970590
00000563	9.970590
00000564	9.970590
00000565	9.970590
00000566	9.970590
00000567	9.970590
00000568	9.970590
00000569	9.970590
00000570	9.970590
00000571	9.970590
00000572	9.970590
00000573	9.970590
00000574	9.970590
00000575	9.970590
00000576	9.970590
00000577	9.970590
00000578	9.970590
00000579	9.970590
00000580	9.970590
00000581	9.970590
00000582	9.970590
00000583	9.970590
00000584	9.970590
00000585	9.970590
00000586	9.970590
00000587	9.970590
00000588	9.970590
00000589	9.970590
00000590	9.970590
00000591	9.970590
00000592	9.970590
00000593	9.970590
00000594	9.970590
00000595	9.970590
00000596	9.970590
00000597	9.970590
00000598	9.970590
00000599	9.970590
00000600	9.970590
00000601	9.970590
00000602	9.970590
00000603	9.970590
00000604	9.970590
00000605	9.970590
00000606	9.970590
00000607	9.970590
00000608	9.970590
00000609	9.970590
00000610	9.970590
00000611	9.970590
00000612	9.970590
00000613	9.970590
00000614	9.970590
00000615	9.970590
00000616	9.970590
00000617	9.970590
00000618	9.970590
00000619	9.970590
00000620	9.970590
00000621	9.970590
00000622	9.970590
00000623	9.970590
00000624	9.970590
00000625	9.970590
00000626	9.970590
00000627	9.970590
00000628	9.970590
00000629	9.970590
00000630	9.970590
00000631	9.970590
00000632	9.970590
00000633	9.970590
00000634	9.970590
00000635	9.970590
00000636	9.970590
00000637	9.970590
00000638	9.970590
00000639	9.970590
00000640	9.970590
00000641	9.970590
00000642	9.970590
00000643	9.970590
00000644	9.970590
00000645	9.970590
00000646	9.970590
00000647	9.970590
00000648	9.970590
00000649	9.970590
00000650	9.970590
00000651	9.970590
00000652	9.970590
00000653	9.970590
00000654	9.970590
00000655	9.970590
00000656	9.970590
00000657	9.970590
00000658	9.970590
00000659	9.970590
00000660	9.970590
00000661	9.970590
00000662	9.970590
00000663	9.970590
00000664	9.970590
00000665	9.970590
00000666	9.970590
00000667	9.970590
00000668	9.970590
00000669	9.970590
00000670	9.970590
00000671	9.970590
00000672	9.970590
00000673	9.970590
00000674	9.970590
00000675	9.970590
00000676	9.970590
00000677	9.970590
00000678	9.970590
00000679	9.970590
00000680	9.970590
00000681	9.970590
00000682	9.970590
00000683	9.970590
00000684	9.970590
00000685	9.970590
00000686	9.970590
00000687	9.970590
00000688	9.970590
00000689	9.970590
00000690	9.970590
00000691	9.970590
00000692	9.970590
00000693	9.970590
00000694	9.970590
00000695	9.970590
00000696	9.970590
00000697	9.970590
00000698	9.970590
00000699	9.970590
00000700	9.970590
00000701	9.970590
00000702	9.970590
00000703	9.970590
00000704	9.970590
00000705	9.970590
00000706	9.970590
00000707	9.970590
00000708	9.970590
00000709	9.970590
00000710	9.970590
00000711	9.970590
00000712	9.970590
00000713	9.970590
00000714	9.970590
00000715	9.970590
00000716	9.970590
00000717	9.970590
00000718	9.970590
00000719	9.970590
00000720	9.970590
00000721	9.970590
00000722	9.970590
00000723	9.970590
00000724	9.970590
00000725	9.970590
00000726	9.970590
00000727	9.970590
00000728	9.970590
00000729	9.970590
00000730	9.970590
00000731	9.970590
00000732	9.970590
00000733	9.970590
00000734	9.970590
00000735	9.970590
00000736	9.970590
00000737	9.970590
00000738	9.970590
00000739	9.970590
00000740	9.970590
00000741	9.970590
00000742	9.970590
00000743	9.970590
00000744	9.970590
00000745	9.970590
00000746	9.970590
00000747	9.970590
00000748	9.970590
00000749	9.970590
00000750	9.970590
00000751	9.970590
00000752	9.970590
00000753	9.970590
00000754	9.970590
00000755	9.970590
00000756	9.970590
00000757	9.970590
00000758	9.970590
00000759	9.970590
00000760	9.970590
00000761	9.970590
00000762	9.970590
00000763	9.970590
00000764	9.970590
00000765	9.970590
00000766	9.970590
00000767	9.970590
00000768	9.970590
00000769	9.970590
00000770	9.970590
00000771	9.970590
00000772	9.970590
00000773	9.970590
00000774	9.970590
00000775	9.970590
00000776	9.970590
00000777	9.970590
00000778	9.970590
00000779	9.970590
00000780	9.970590
00000781	9.970590
00000782	9.970590
00000783	9.970590
00000784	9.970590
00000785	9.970590
00000786	9.970590
00000787	9.970590
00000788	9.970590
00000789	9.970590
00000790	9.970590
00000791	9.970590
00000792	9.970590
00000793	9.970590
00000794	9.970590
00000795	9.970590
00000796	9.970590
00000797	9.970590
00000798	9.970590
00000799	9.970590
00000800	9.970590
00000801	9.970590
00000802	9.970590
00000803	9.970590
00000804	9.970590
00000805	9.970590
00000806	9.970590
00000807	9.970590
00000808	9.970590
00000809	9.970590
00000810	9.970590
00000811	9.970590
00000812	9.970590
00000813	9.970590
00000814	9.970590
00000815	9.970590
00000816	9.970590
00000817	9.970590
00000818	9.970590
00000819	9.970590
00000820	9.970590
00000821	9.970590
00000822	9.970590
00000823	9.970590
00000824	9.970590
00000825	9.970590
00000826	9.970590
00000827	9.970590
00000828	9.970590
00000829	9.970590
00000830	9.970590
00000831	9.970590
00000832	9.970590
00000833	9.970590
00000834	9.970590
00000835	9.970590
00000836	9.970590
00000837	9.970590
00000838	9.970590
00000839	9.970590
00000840	9.970590
00000841	9.970590
00000842	9.970590
00000843	9.970590
00000844	9.970590
00000845	9.970590
00000846	9.970590
00000847	9.970590
00000848	9.970590
00000849	9.970590
00000850	9.970590
00000851	9.970590
00000852	9.970590
00000853	9.970590
00000854	9.970590
00000855	9.970590
00000856	9.970590
00000857	9.970590
00000858	9.970590
00000859	9.970590
00000860	9.970590
00000861	9.970590
00000862	9.970590
00000863	9.970590
00000864	9.970590
00000865	9.970590
00000866	9.970590
00000867	9.970590
00000868	9.970590
00000869	9.970590
00000870	9.970590
00000871	9.970590
00000872	9.970590
00000873	9.970590
00000874	9.970590
00000875	9.970590
00000876	9.970590
00000877	9.970590
00000878	9.970590
00000879	9.970590
00000880	9.970590
00000881	9.970590
00000882	9.970590
00000883	9.970590
00000884	9.970590
00000885	9.970590
00000886	9.970590
00000887	9.970590
00000888	9.970590
00000889	9.970590
00000890	9.970590
00000891	9.970590
00000892	9.970590
00000893	9.970590
00000894	9.970590
00000895	9.970590
00000896	9.970590
00000897	9.970590
00000898	9.970590
00000899	9.970590
00000900	9.970590
00000901	9.970590
00000902	9.970590
00000903	9.970590
00000904	9.970590
00000905	9.970590
00000906	9.970590
00000907	9.970590
00000908	9.970590
00000909	9.970590
00000910	9.970590
00000911	9.970590
00000912	9.970590
00000913	9.970590
00000914	9.970590
00000915	9.970590
00000916	9.970590
00000917	9.970590
00000918	9.970590
00000919	9.970590
00000920	9.970590
00000921	9.970590
00000922	9.970590
00000923	9.970590
00000924	9.970590
00000925	9.970590
00000926	9.970590
00000927	9.970590
00000928	9.970590
00000929	9.970590
00000930	9.970590
00000931	9.970590
00000932	9.970590
00000933	9.970590
00000934	9.970590
00000935	9.970590
00000936	9.970590
00000937	9.970590
00000938	9.970590
00000939	9.970590
00000940	9.970590
00000941	9.970590
00000942	9.970590
00000943	9.970590
00000944	9.970590
00000945	9.970590
00000946	9.970590
00000947	9.970590
00000948	9.970590
00000949	9.970590
00000950	9.970590
00000951	9.970590
00000952	9.970590
00000953	9.970590
00000954	9.970590
00000955	9.970590
00000956	9.970590
00000957	9.970590
00000958	9.970590
00000959	9.970590
00000960	9.970590
00000961	9.970590
00000962	9.970590
00000963	9.970590
00000964	9.970590
00000965	9.970590
00000966	9.970590
00000967	9.970590
00000968	9.970590
00000969	9.970590
00000970	9.970590
00000971	9.970590
00000972	9.970590
00000973	9.970590
00000974	9.970590
00000975	9.970590
00000976	9.970590
00000977	9.970590
00000978	9.970590
00000979	9.970590
00000980	9.970590
00000981	9.970590
00000982	9.970590
00000983	9.970590
00000984	9.970590
00000985	9.970590
00000986	9.970590
00000987	9.970590
00000988	9.970590
00000989	9.970590
00000990	9.970590
00000991	9.970590
00000992	9.970590
00000993	9.970590
00000994	9.970590
00000995	9.970590
00000996	9.970590
00000997	9.970590
00000998	9.970590
00000999	9.970590
00001000	9.970590
00001001	9.970590
00001002	9.970590
00001003	9.970590
00001004	9.970590
00001005	9.970590
00001006	9.970590
00001007	9.970590
00001008	9.970590
00001009	9.970590
00001010	9.970590
00001011	9.970590
00001012	9.970590
00001013	9.970590
00001014	9.970590
00001015	9.970590
00001016	9.970590
00001017	9.970590
00001018	9.970590
00001019	9.970590
00001020	9.970590
00001021	9.970590
00001022	9.970590
00001023	9.970590
00001024	9.970590
00001025	9.970590
00001026	9.970590
00001027	9.970590
00001028	9.970590
00001029	9.970590
00001030	9.970590
00001031	9.970590
00001032	9.970590
00001033	9.970590
00001034	9.970590
00001035	9.970590
00001036	9.970590
00001037	9.970590
00001038	9.970590
00001039	9.970590
00001040	9.970590
00001041	9.970590
00001042	9.970590
00001043	9.970590
00001044	9.970590
00001045	9.970590
00001046	9.970590
00001047	9.970590
00001048	9.970590
00001049	9.970590
00001050	9.970590
00001051	9.970590
00001052	9.970590
00001053	9.970590
00001054	9.970590
00001055	9.970590
00001056	9.970590
00001057	9.970590
00001058	9.970590
00001059	9.970590
00001060	9.970590
00001061	9.970590
00001062	9.970590
00001063	9.970590
00001064	9.970590
00001065	9.970590
00001066	9.970590
00001067	9.970590
00001068	9.970590
00001069	9.970590
00001070	9.970590
00001071	9.970590
00001072	9.970590
00001073	9.970590
00001074	9.970590
00001075	9.970590
00001076	9.970590
00001077	9.970590
00001078	9.970590
00001079	9.970590
00001080	9.970590
00001081	9.970590
00001082	9.970590
00001083	9.970590
00001084	9.970590
00001085	9.970590
00001086	9.970590
00001087	9.970590
00001088	9.970590
00001089	9.970590
00001090	9.970590
00001091	9.970590
00001092	9.970590
00001093	9.970590
00001094	9.970590
00001095	9.970590
00001096	9.970590
00001097	9.970590
00001098	9.970590
00001099	9.970590
00001100	9.970590
00001101	9.970590
00001102	9.970590
00001103	9.970590
00001104	9.970590
00001105	9.970590
00001106	9.970590
00001107	9.970590
00001108	9.970590
00001109	9.970590
00001110	9.970590
00001111	9.970590
00001112	9.970590
00001113	9.970590
00001114	9.970590
00001115	9.970590
00001116	9.970590
00001117	9.970590
00001118	9.970590
00001119	9.970590
00001120	9.970590
00001121	9.970590
00001122	9.970590
00001123	9.970590
00001124	9.970590
00001125	9.970590
00001126	9.970590
00001127	9.970590
00001128	9.970590
00001129	9.970590
00001130	9.970590
00001131	9.970590
00001132	9.970590
00001133	9.970590
00001134	9.970590
00001135	9.970590
00001136	9.970590
00001137	9.970590
00001138	9.970590
00001139	9.970590
00001140	9.970590
00001141	9.970590
00001142	9.970590
00001143	9.970590
00001144	9.970590
00001145	9.970590
00001146	9.970590
00001147	9.970590
00001148	9.970590
00001149	9.970590
00001150	9.970590
00001151	9.970590
00001152	9.970590
00001153	9.970590
00001154	9.970590
00001155	9.970590
00001156	9.970590
00001157	9.970590
00001158	9.970590
00001159	9.970590
00001160	9.970590
00001161	9.970590
00001162	9.970590
00001163	9.970590
00001164	9.970590
00001165	9.970590
00001166	9.970590
00001167	9.970590
00001168	9.970590
00001169	9.970590
00001170	9.970590
00001171	9.970590
00001172	9.970590
00001173	9.970590
00001174	9.970590
00001175	9.970590
00001176	9.970590
00001177	9.970590
00001178	9.970590
00001179	9.970590
00001180	9.970590
00001181	9.970590
00001182	9.970590
00001183	9.970590
00001184	9.970590
00001185	9.970590
00001186	9.970590
00001187	9.970590
00001188	9.970590
00001189	9.970590
00001190	9.970590
00001191	9.970590
00001192	9.970590
00001193	9.970590
00001194	9.970590
00001195	9.970590
00001196	9.970590
00001197	9.970590
00001198	9.970590
00001199	9.970590
00001200	9.970590
00001201	9.970590
00001202	9.970590
00001203	9.970590
00001204	9.970590
00001205	9.970590
00001206	9.970590
00001207	9.970590
00001208	9.970590
00001209	9.970590
00001210	9.970590
00001211	9.970590
00001212	9.970590
00001213	9.970590
00001214	9.970590
00001215	9.970590
00001216	9.970590
00001217	9.970590
00001218	9.970590
00001219	9.970590
00001220	9.970590
00001221	9.970590
00001222	9.970590
00001223	9.970590
00001224	9.970590
00001225	9.970590
00001226	9.970590
00001227	9.970590
00001228	9.970590
00001229	9.970590
00001230	9.970590
00001231	9.970590
00001232	9.970590
00001233	9.970590
00001234	9.970590
00001235	9.970590
00001236	9.970590
00001237	9.970590
00001238	9.970590
00001239	9.970590
00001240	9.970590
00001241	9.970590
00001242	9.970590
00001243	9.970590
00001244	9.970590
00001245	9.970590
00001246	9.970590
00001247	9.970590
00001248	9.970590
00001249	9.970590
00001250	9.970590
00001251	9.970590
00001252	9.970590
00001253	9.970590
00001254	9.970590
00001255	9.970590
00001256	9.970590
00001257	9.970590
00001258	9.970590
00001259	9.970590
00001260	9.970590
00001261	9.970590
00001262	9.970590
00001263	9.970590
00001264	9.970590
00001265	9.970590
00001266	9.970590
00001267	9.970590
00001268	9.970590
00001269	9.970590
00001270	9.970590
00001271	9.970590
00001272	9.970590
00001273	9.970590
00001274	9.970590
00001275	9.970590
00001276	9.970590
00001277	9.970590
00001278	9.970590
00001279	9.970590
00001280	9.970590
00001281	9.970590
00001282	9.970590
00001283	9.970590
00001284	9.970590
00001285	9.970590
00001286	9.970590
00001287	9.970590
00001288	9.970590
00001289	9.970590
00001290	9.970590
00001291	9.970590
00001292	9.970590
00001293	9.970590
00001294	9.970590
00001295	9.970590
00001296	9.970590
00001297	9.970590
00001298	9.970590
00001299	9.970590
00001300	9.970590
00001301	9.970590
00001302	9.970590
00001303	9.970590
00001304	9.970590
00001305	9.970590
00001306	9.970590
00001307	9.970590
00001308	9.970590
00001309	9.970590
00001310	9.970590
00001311	9.970590
00001312	9.970590
00001313	9.970590
00001314	9.970590
00001315	9.970590
00001316	9.970590
00001317	9.970590
00001318	9.970590
00001319	9.970590
00001320	9.970590
00001321	9.970590
00001322	9.970590
00001323	9.970590
00001324	9.970590
00001325	9.970590
00001326	9.970590
00001327	9.970590
00001328	9.970590
00001329	9.970590
00001330	9.970590
00001331	9.970590
00001332	9.970590
00001333	9.970590
00001334	9.970590
00001335	9.970590
00001336	9.970590
00001337	9.970590
00001338	9.970590
00001339	9.970590
00001340	9.970590
00001341	9.970590
00001342	9.970590
00001343	9.970590
00001344	9.970590
00001345	9.970590
00001346	9.970590
00001347	9.970590
00001348	9.970590
00001349	9.970590
00001350	9.970590
00001351	9.970590
00001352	9.970590
00001353	9.970590
00001354	9.970590
00001355	9.970590
00001356	9.970590
00001357	9.970590
00001358	9.970590
00001359	9.970590
00001360	9.970590
00001361	9.970590
00001362	9.970590
00001363	9.970590
00001364	9.970590
00001365	9.970590
00001366	9.970590
00001367	9.970590
00001368	9.970590
00001369	9.970590
00001370	9.970590
00001371	9.970590
00001372	9.970590
00001373	9.970590
00001374	9.970590
00001375	9.970590
00001376	9.970590
00001377	9.970590
00001378	9.970590
00001379	9.970590
00001380	9.970590
00001381	9.970590
00001382	9.970590
00001383	9.970590
00001384	9.970590
00001385	9.970590
00001386	9.970590
00001387	9.970590
00001388	9.970590
00001389	9.970590
00001390	9.970590
00001391	9.970590
00001392	9.970590
00001393	9.970590
00001394	9.970590
00001395	9.970590
00001396	9.970590
00001397	9.970590
00001398	9.970590
00001399	9.970590
00001400	9.970590
00001401	9.970590
00001402	9.970590
00001403	9.970590
00001404	9.970590
00001405	9.970590
00001406	9.970590
00001407	9.970590
00001408	9.970590
00001409	9.970590
00001410	9.970590
00001411	9.970590
00001412	9.970590
00001413	9.970590
00001414	9.970590
00001415	9.970590
00001416	9.970590
00001417	9.970590
00001418	9.970590
00001419	9.970590
00001420	9.970590
00001421	9.970590
00001422	9.970590
00001423	9.970590
00001424	9.970590
00001425	9.970590
00001426	9.970590
00001427	9.970590
00001428	9.970590
00001429	9.970590
00001430	9.970590
00001431	9.970590
00001432	9.970590
00001433	9.970590
00001434	9.970590
00001435	9.970590
00001436	9.970590
00001437	9.970590
00001438	9.970590
00001439	9.970590
00001440	9.970590
00001441	9.970590
00001442	9.970590
00001443	9.970590
00001444	9.970590
00001445	9.970590
00001446	9.970590
00001447	9.970590
00001448	9.970590
00001449	9.970590
00001450	9.970590
00001451	9.970590
00001452	9.970590
00001453	9.970590
00001454	9.970590
00001455	9.970590
00001456	9.970590
00001457	9.970590
00001458	9.970590
00001459	9.970590
00001460	9.970590
00001461	9.970590
00001462	9.970590
00001463	9.970590
00001464	9.970590
00001465	9.970590
00001466	9.970590
00001467	9.970590
00001468	9.970590
00001469	9.970590
00001470	9.970590
00001471	9.970590
00001472	9.970590
00001473	9.970590
00001474	9.970590
00001475	9.970590
00001476	9.970590
00001477	9.970590
00001478	9.970590
00001479	9.970590
00001480	9.970590
00001481	9.970590
00001482	9.970590
00001483	9.970590
00001484	9.970590
00001485	9.970590
00001486	9.970590
00001487	9.970590
00001488	9.970590
00001489	9.970590
00001490	9.970590
00001491	9.970590
00001492	9.970590
00001493	9.970590
00001494	9.970590
00001495	9.970590
00001496	9.970590
00001497	9.970590
00001498	9.970590
00001499	9.970590
00001500	9.970590
00001501	9.970590
00001502	9.970590
00001503	9.970590
00001504	9.970590
00001505	9.970590
00001506	9.970590
00001507	9.970590
00001508	9.970590
00001509	9.970590
00001510	9.970590
00001511	9.970590
00001512	9.970590
00001513	9.970590
00001514	9.970590
00001515	9.970590
00001516	9.970590
00001517	9.970590
00001518	9.970590
00001519	9.970590
00001520	9.970590
00001521	9.970590
00001522	9.970590
00001523	9.970590
00001524	9.970590
00001525	9.970590
00001526	9.970590
00001527	9.970590
00001528	9.970590
00001529	9.970590
00001530	9.970590
00001531	9.970590
00001532	9.970590
00001533	9.970590
00001534	9.970590
00001535	9.970590
00001536	9.970590
00001537	9.970590
00001538	9.970590
00001539	9.970590
00001540	9.970590
00001541	9.970590
00001542	9.970590
00001543	9.970590
00001544	9.970590
00001545	9.970590
00001546	9.970590
00001547	9.970590
00001548	9.970590
00001549	9.970590
00001550	9.970590
00001551	9.970590
00001552	9.970590
