Epoch	ERROR1	TIME	
00000816	10.314705	26:15:07:49
00000817	10.298550	26:15:07:49
00000818	10.282402	26:15:07:49
00000819	10.266339	26:15:07:49
00000820	10.250361	26:15:07:49
00000821	10.234395	26:15:07:49
00000822	10.218433	26:15:07:49
00000823	10.202475	26:15:07:49
00000824	10.186522	26:15:07:49
00000825	10.170572	26:15:07:49
00000826	10.154627	26:15:07:49
00000827	10.138687	26:15:07:49
00000828	10.122767	26:15:07:49
00000829	10.106877	26:15:07:49
00000830	10.091009	26:15:07:49
00000831	10.075218	26:15:07:49
00000832	10.059453	26:15:07:49
00000833	10.043709	26:15:07:49
00000834	10.027968	26:15:07:49
00000835	10.012251	26:15:07:49
00000836	9.996557	26:15:07:49
00000837	9.980866	26:15:07:49
00000838	9.965178	26:15:07:49
00000839	9.949493	26:15:07:49
00000840	9.933811	26:15:07:49
00000841	9.918133	26:15:07:49
00000842	9.902458	26:15:07:49
00000843	9.886786	26:15:07:49
00000844	9.871118	26:15:07:49
00000845	9.855454	26:15:07:49
00000846	9.839800	26:15:07:49
00000847	9.824215	26:15:07:49
00000848	9.808648	26:15:07:49
00000849	9.793095	26:15:07:49
00000850	9.777545	26:15:07:49
00000851	9.761999	26:15:07:49
00000852	9.746513	26:15:07:49
00000853	9.731070	26:15:07:49
00000854	9.715629	26:15:07:49
00000855	9.700191	26:15:07:49
00000856	9.684755	26:15:07:49
00000857	9.669322	26:15:07:49
00000858	9.654013	26:15:07:49
00000859	9.638725	26:15:07:49
00000860	9.623501	26:15:07:49
00000861	9.608279	26:15:07:49
00000862	9.593057	26:15:07:49
00000863	9.577860	26:15:07:49
00000864	9.562699	26:15:07:49
00000865	9.547539	26:15:07:49
00000866	9.532380	26:15:07:49
00000867	9.517221	26:15:07:49
00000868	9.502064	26:15:07:49
00000869	9.486944	26:15:07:49
00000870	9.471884	26:15:07:49
00000871	9.456834	26:15:07:49
00000872	9.441783	26:15:07:49
00000873	9.426733	26:15:07:49
00000874	9.411683	26:15:07:49
00000875	9.396681	26:15:07:49
00000876	9.381703	26:15:07:49
00000877	9.366725	26:15:07:49
00000878	9.351746	26:15:07:49
00000879	9.336768	26:15:07:49
00000880	9.321790	26:15:07:49
00000881	9.306812	26:15:07:49
00000882	9.291835	26:15:07:49
00000883	9.276901	26:15:07:49
00000884	9.261981	26:15:07:49
00000885	9.247061	26:15:07:49
00000886	9.232141	26:15:07:49
00000887	9.217222	26:15:07:49
00000888	9.202303	26:15:07:49
00000889	9.187400	26:15:07:49
00000890	9.172570	26:15:07:49
00000891	9.157766	26:15:07:49
00000892	9.142962	26:15:07:49
00000893	9.128192	26:15:07:49
00000894	9.113441	26:15:07:49
00000895	9.098691	26:15:07:49
00000896	9.083996	26:15:07:49
00000897	9.069312	26:15:07:49
00000898	9.054628	26:15:07:49
00000899	9.039946	26:15:07:49
00000900	9.025326	26:15:07:49
00000901	9.010705	26:15:07:49
00000902	8.996083	26:15:07:49
00000903	8.981460	26:15:07:49
00000904	8.966837	26:15:07:49
00000905	8.952213	26:15:07:49
00000906	8.937589	26:15:07:49
00000907	8.922964	26:15:07:49
00000908	8.908340	26:15:07:49
00000909	8.893715	26:15:07:49
00000910	8.879091	26:15:07:49
00000911	8.864467	26:15:07:49
00000912	8.849844	26:15:07:49
00000913	8.835221	26:15:07:49
00000914	8.820600	26:15:07:49
00000915	8.805979	26:15:07:49
00000916	8.791359	26:15:07:49
00000917	8.776740	26:15:07:49
00000918	8.762123	26:15:07:49
00000919	8.747507	26:15:07:49
00000920	8.732893	26:15:07:49
00000921	8.718281	26:15:07:49
00000922	8.703670	26:15:07:49
00000923	8.689061	26:15:07:49
00000924	8.674455	26:15:07:49
00000925	8.659851	26:15:07:49
00000926	8.645250	26:15:07:49
00000927	8.630651	26:15:07:49
00000928	8.616054	26:15:07:49
00000929	8.601465	26:15:07:49
00000930	8.586941	26:15:07:49
00000931	8.572430	26:15:07:49
00000932	8.557921	26:15:07:49
00000933	8.543415	26:15:07:49
00000934	8.528911	26:15:07:49
00000935	8.514411	26:15:07:49
00000936	8.499913	26:15:07:49
00000937	8.485418	26:15:07:49
00000938	8.470926	26:15:07:49
00000939	8.456438	26:15:07:49
00000940	8.441953	26:15:07:49
00000941	8.427472	26:15:07:49
00000942	8.412994	26:15:07:49
00000943	8.398520	26:15:07:49
00000944	8.384051	26:15:07:49
00000945	8.369585	26:15:07:49
00000946	8.355181	26:15:07:49
00000947	8.340808	26:15:07:49
00000948	8.326507	26:15:07:49
00000949	8.312210	26:15:07:49
00000950	8.297915	26:15:07:49
00000951	8.283624	26:15:07:49
00000952	8.269336	26:15:07:49
00000953	8.255075	26:15:07:49
00000954	8.240860	26:15:07:49
00000955	8.226648	26:15:07:49
00000956	8.212440	26:15:07:49
00000957	8.198235	26:15:07:49
00000958	8.184035	26:15:07:49
00000959	8.169844	26:15:07:49
00000960	8.155678	26:15:07:49
00000961	8.141515	26:15:07:49
00000962	8.127392	26:15:07:49
00000963	8.113352	26:15:07:49
00000964	8.099315	26:15:07:49
00000965	8.085337	26:15:07:49
00000966	8.071370	26:15:07:49
00000967	8.057405	26:15:07:49
00000968	8.043444	26:15:07:49
00000969	8.029485	26:15:07:49
00000970	8.015536	26:15:07:49
00000971	8.001609	26:15:07:49
00000972	7.987686	26:15:07:49
00000973	7.973766	26:15:07:49
00000974	7.959860	26:15:07:49
00000975	7.945982	26:15:07:49
00000976	7.932108	26:15:07:49
00000977	7.918257	26:15:07:49
00000978	7.904437	26:15:07:49
00000979	7.890622	26:15:07:49
00000980	7.876810	26:15:07:49
00000981	7.863053	26:15:07:49
00000982	7.849317	26:15:07:49
00000983	7.835585	26:15:07:49
00000984	7.821862	26:15:07:49
00000985	7.808170	26:15:07:49
00000986	7.794483	26:15:07:49
00000987	7.780799	26:15:07:49
00000988	7.767119	26:15:07:49
00000989	7.753444	26:15:07:49
00000990	7.739773	26:15:07:49
00000991	7.726107	26:15:07:49
00000992	7.712446	26:15:07:49
00000993	7.698790	26:15:07:49
00000994	7.685139	26:15:07:49
00000995	7.671503	26:15:07:49
00000996	7.657914	26:15:07:49
00000997	7.644329	26:15:07:49
00000998	7.630750	26:15:07:49
00000999	7.617246	26:15:07:49
