0.270588	0.270588	0.341176	0.270588	0.270588	0.341176	0.250980	0.250980	0.278431	0.000000
0.270588	0.341176	0.333333	0.270588	0.341176	0.333333	0.250980	0.278431	0.325490	0.000000
0.341176	0.333333	0.294118	0.341176	0.333333	0.294118	0.278431	0.325490	0.313726	0.000000
0.333333	0.294118	0.262745	0.333333	0.294118	0.262745	0.325490	0.313726	0.305882	0.000000
0.294118	0.262745	0.258824	0.294118	0.262745	0.258824	0.313726	0.305882	0.309804	0.000000
0.262745	0.258824	0.262745	0.262745	0.258824	0.262745	0.305882	0.309804	0.305882	0.000000
0.258824	0.262745	0.262745	0.258824	0.262745	0.262745	0.309804	0.305882	0.301961	0.000000
0.262745	0.258824	0.239216	0.262745	0.258824	0.239216	0.301961	0.298039	0.282353	0.000000
0.258824	0.239216	0.219608	0.258824	0.239216	0.219608	0.298039	0.282353	0.254902	0.000000
0.239216	0.219608	0.231373	0.239216	0.219608	0.231373	0.282353	0.254902	0.258824	0.000000
0.219608	0.231373	0.207843	0.219608	0.231373	0.207843	0.254902	0.258824	0.196078	0.000000
0.231373	0.207843	0.184314	0.231373	0.207843	0.184314	0.258824	0.196078	0.180392	0.000000
0.207843	0.184314	0.184314	0.207843	0.184314	0.184314	0.196078	0.180392	0.184314	0.000000
0.184314	0.184314	0.192157	0.184314	0.184314	0.192157	0.180392	0.184314	0.192157	0.000000
0.184314	0.192157	0.250980	0.184314	0.192157	0.250980	0.184314	0.192157	0.247059	0.000000
0.192157	0.250980	0.258824	0.192157	0.250980	0.258824	0.192157	0.247059	0.262745	0.000000
0.250980	0.258824	0.247059	0.250980	0.258824	0.247059	0.247059	0.262745	0.250980	0.000000
0.258824	0.247059	0.203922	0.258824	0.247059	0.203922	0.262745	0.250980	0.294118	0.000000
0.247059	0.203922	0.192157	0.247059	0.203922	0.192157	0.250980	0.294118	0.172549	0.000000
0.203922	0.192157	0.172549	0.203922	0.192157	0.172549	0.294118	0.172549	0.176471	0.000000
0.192157	0.172549	0.313726	0.192157	0.172549	0.313726	0.172549	0.176471	0.309804	1.000000
0.172549	0.313726	0.282353	0.172549	0.313726	0.282353	0.176471	0.309804	0.282353	0.000000
0.313726	0.282353	0.274510	0.313726	0.282353	0.274510	0.309804	0.282353	0.290196	0.000000
0.282353	0.274510	0.298039	0.282353	0.274510	0.298039	0.282353	0.290196	0.309804	0.000000
0.274510	0.298039	0.254902	0.274510	0.298039	0.254902	0.290196	0.309804	0.270588	0.000000
0.298039	0.254902	0.211765	0.298039	0.254902	0.211765	0.309804	0.270588	0.282353	0.000000
0.254902	0.211765	0.243137	0.254902	0.211765	0.243137	0.270588	0.282353	0.301961	0.000000
0.211765	0.243137	0.239216	0.211765	0.243137	0.239216	0.282353	0.301961	0.294118	0.000000
0.243137	0.239216	0.196078	0.243137	0.239216	0.196078	0.301961	0.294118	0.235294	0.000000
0.239216	0.196078	0.274510	0.239216	0.196078	0.274510	0.294118	0.235294	0.290196	0.000000
0.196078	0.274510	0.278431	0.196078	0.274510	0.278431	0.235294	0.290196	0.278431	0.000000
0.274510	0.278431	0.215686	0.274510	0.278431	0.215686	0.290196	0.278431	0.235294	0.000000
0.278431	0.215686	0.270588	0.278431	0.215686	0.270588	0.278431	0.235294	0.180392	0.000000
0.215686	0.270588	0.301961	0.215686	0.270588	0.301961	0.235294	0.180392	0.270588	0.000000
0.270588	0.301961	0.294118	0.270588	0.301961	0.294118	0.180392	0.270588	0.262745	0.000000
0.294118	0.258824	0.290196	0.294118	0.258824	0.290196	0.262745	0.247059	0.192157	0.000000
0.258824	0.290196	0.313726	0.258824	0.290196	0.313726	0.247059	0.192157	0.270588	1.000000
0.290196	0.313726	0.294118	0.290196	0.313726	0.294118	0.192157	0.270588	0.262745	0.000000
0.313726	0.294118	0.301961	0.313726	0.294118	0.301961	0.270588	0.262745	0.286275	0.000000
0.294118	0.301961	0.247059	0.294118	0.301961	0.247059	0.262745	0.286275	0.207843	0.000000
0.301961	0.247059	0.290196	0.301961	0.247059	0.290196	0.286275	0.207843	0.278431	0.000000
0.247059	0.290196	0.411765	0.247059	0.290196	0.411765	0.207843	0.278431	0.400000	0.000000
0.290196	0.411765	0.772549	0.290196	0.411765	0.772549	0.278431	0.400000	0.768627	1.000000
0.411765	0.772549	0.780392	0.411765	0.772549	0.780392	0.400000	0.768627	0.776471	0.000000
0.772549	0.780392	0.780392	0.772549	0.780392	0.780392	0.768627	0.776471	0.784314	0.000000
0.780392	0.780392	0.776471	0.780392	0.780392	0.776471	0.776471	0.784314	0.760784	0.000000
0.780392	0.776471	0.776471	0.780392	0.776471	0.776471	0.784314	0.760784	0.776471	0.000000
0.776471	0.776471	0.776471	0.776471	0.776471	0.776471	0.760784	0.776471	0.776471	0.000000
0.270588	0.270588	0.341176	0.250980	0.250980	0.278431	0.239216	0.239216	0.266667	0.000000
0.341176	0.333333	0.294118	0.278431	0.325490	0.313726	0.266667	0.298039	0.317647	0.000000
0.333333	0.294118	0.262745	0.325490	0.313726	0.305882	0.298039	0.317647	0.294118	0.000000
0.294118	0.262745	0.258824	0.313726	0.305882	0.309804	0.317647	0.294118	0.301961	0.000000
0.262745	0.258824	0.262745	0.305882	0.309804	0.305882	0.294118	0.301961	0.301961	0.000000
0.258824	0.262745	0.262745	0.309804	0.305882	0.301961	0.301961	0.301961	0.298039	0.000000
0.262745	0.262745	0.258824	0.305882	0.301961	0.298039	0.301961	0.298039	0.290196	0.000000
0.262745	0.258824	0.239216	0.301961	0.298039	0.282353	0.298039	0.290196	0.282353	0.000000
0.258824	0.239216	0.219608	0.298039	0.282353	0.254902	0.290196	0.282353	0.274510	0.000000
0.239216	0.219608	0.231373	0.282353	0.254902	0.258824	0.282353	0.274510	0.278431	0.000000
0.219608	0.231373	0.207843	0.254902	0.258824	0.196078	0.274510	0.278431	0.168627	0.000000
0.231373	0.207843	0.184314	0.258824	0.196078	0.180392	0.278431	0.168627	0.184314	0.000000
0.184314	0.184314	0.192157	0.180392	0.184314	0.192157	0.184314	0.180392	0.188235	0.000000
0.184314	0.192157	0.250980	0.184314	0.192157	0.247059	0.180392	0.188235	0.250980	0.000000
0.192157	0.250980	0.258824	0.192157	0.247059	0.262745	0.188235	0.250980	0.258824	0.000000
0.250980	0.258824	0.247059	0.247059	0.262745	0.250980	0.250980	0.258824	0.541176	0.000000
0.258824	0.247059	0.203922	0.262745	0.250980	0.294118	0.258824	0.541176	0.968627	0.000000
0.247059	0.203922	0.192157	0.250980	0.294118	0.172549	0.541176	0.968627	0.984314	1.000000
0.203922	0.192157	0.172549	0.294118	0.172549	0.176471	0.968627	0.984314	0.501961	1.000000
0.192157	0.172549	0.313726	0.172549	0.176471	0.309804	0.984314	0.501961	0.290196	0.000000
0.172549	0.313726	0.282353	0.176471	0.309804	0.282353	0.501961	0.290196	0.262745	0.000000
0.313726	0.282353	0.274510	0.309804	0.282353	0.290196	0.290196	0.262745	0.227451	0.000000
0.282353	0.274510	0.298039	0.282353	0.290196	0.309804	0.262745	0.227451	0.239216	0.000000
0.274510	0.298039	0.254902	0.290196	0.309804	0.270588	0.227451	0.239216	0.207843	0.000000
0.298039	0.254902	0.211765	0.309804	0.270588	0.282353	0.239216	0.207843	0.247059	0.000000
0.243137	0.239216	0.196078	0.301961	0.294118	0.235294	0.258824	0.258824	0.192157	0.000000
0.239216	0.196078	0.274510	0.294118	0.235294	0.290196	0.258824	0.192157	0.278431	0.000000
0.196078	0.274510	0.278431	0.235294	0.290196	0.278431	0.192157	0.278431	0.274510	0.000000
